"code","npias","name","city","state","ADO","service_level","district","id","grant_id","airport_id","npr","description","total","stimulus","discretionary","entitlement","fiscal_year"
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,48201,"3-02-0096-032-2006","FAI",44,"Construct Apron",16888658.00,0.00,11000000.00,5888658.00,2006
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,48202,"3-02-0096-032-2006","FAI",44,"Construct Apron",3509407.00,0.00,0.00,3509407.00,2006
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,48203,"3-02-0096-032-2006","FAI",89,"Install Taxiway Lighting",250000.00,0.00,0.00,250000.00,2006
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,48204,"3-02-0096-032-2006","FAI",70,"Rehabilitate Runway",1000000.00,0.00,0.00,1000000.00,2006
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,51856,"3-02-0096-033-2007","FAI",70,"Rehabilitate Runway",16778236.00,0.00,16778236.00,0.00,2007
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,55196,"3-02-0096-034-2008","FAI",70,"Rehabilitate Runway",17393366.00,0.00,15000000.00,2393366.00,2008
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,55293,"3-02-0096-035-2008","FAI",70,"Rehabilitate Runway",9600000.00,0.00,8776844.00,823156.00,2008
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,58956,"3-02-0096-036-2009","FAI",71,"Improve Aircraft Rescue & Fire Fighting Building",2195109.00,0.00,0.00,2195109.00,2009
"FAI","02-0096","Fairbanks International","Fairbanks","AK","AAL","P",1,59048,"3-02-0096-037-2009","FAI",95,"Acquire Safety Equipment and/or Fencing",3500000.00,3500000.00,0.00,0.00,2009
"KFP","02-0097","False Pass","False Pass","AK","AAL","GA",1,44517,"3-02-0097-004-2005","KFP",62,"Conduct Environmental Study",308390.00,0.00,0.00,308390.00,2005
"FLT","02-0099","Flat","Flat","AK","AAL","",,,"","",,"",,,,,
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,58982,"3-02-0100-003-2009","FYU",66,"Rehabilitate Runway",13659708.00,13659708.00,0.00,0.00,2009
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,58983,"3-02-0100-004-2009","FYU",36,"Construct Snow Removal Equipment Building",1500000.00,0.00,0.00,1500000.00,2009
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,58984,"3-02-0100-004-2009","FYU",56,"Rehabilitate Apron",390542.00,0.00,0.00,390542.00,2009
"FNR","02-0101","Funter Bay","Funter Bay","AK","AAL","",,,"","",,"",,,,,
"GBH","02-0428","Galbraith Lake","Galbraith Lake","AK","AAL","",,,"","",,"",,,,,
"GAL","02-0102","Edward G. Pitka Sr","Galena","AK","AAL","CS",1,58992,"3-02-0102-005-2009","GAL",38,"Rehabilitate Snow Removal Equipment Building",1775493.00,0.00,0.00,1775493.00,2009
"GAM","02-0103","Gambell","Gambell","AK","AAL","",,,"","",,"",,,,,
"AQY","02-0104","Girdwood","Girdwood","AK","AAL","",,,"","",,"",,,,,
"N93","02-0106","Golovin","Golovin","AK","AAL","",,,"","",,"",,,,,
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,55206,"3-02-0107-001-2008","GNU",45,"Extend Runway",8942349.00,0.00,8255184.00,687165.00,2008
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,55207,"3-02-0107-001-2008","GNU",36,"Construct Snow Removal Equipment Building",1000000.00,0.00,0.00,1000000.00,2008
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,55208,"3-02-0107-001-2008","GNU",41,"Construct Apron",2205085.00,0.00,1925585.00,279500.00,2008
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,58947,"3-02-0107-002-2009","GNU",45,"Extend Runway",4455060.00,0.00,2259317.00,2195743.00,2009
"Z40","02-0409","Goose Bay","Goose Bay","AK","AAL","",,,"","",,"",,,,,
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,55178,"3-02-0109-004-2008","KGX",41,"Construct Apron",1057384.00,0.00,0.00,1057384.00,2008
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,55179,"3-02-0109-004-2008","KGX",49,"Construct Runway",8042616.00,0.00,1847180.00,6195436.00,2008
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,55294,"3-02-0109-005-2008","KGX",41,"Construct Apron",1000000.00,0.00,0.00,1000000.00,2008
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,55295,"3-02-0109-005-2008","KGX",49,"Construct Runway",8600000.00,0.00,1500000.00,7100000.00,2008
"GKN","02-0110","Gulkana","Gulkana","AK","AAL","",,,"","",,"",,,,,
"GST","02-0111","Gustavus","Gustavus","AK","AAL","",,,"","",,"",,,,,
"HNS","02-0112","Haines","Haines","AK","AAL","",,,"","",,"",,,,,
"3Z9","02-0457","Haines","Haines","AK","AAL","",,,"","",,"",,,,,
"HAY","02-0116","Haycock","Haycock","AK","AAL","",,,"","",,"",,,,,
"HRR","02-0414","Healy River","Healy","AK","AAL","",,,"","",,"",,,,,
"+079","02-0470","Clark Bay SPB (Prop GA Hollis replacement)","Hollis","AK","AAL","",,,"","",,"",,,,,
"HYL","02-0452","Hollis","Hollis","AK","AAL","",,,"","",,"",,,,,
"HCA","02-0120","Holy Cross","Holy Cross","AK","AAL","",,,"","",,"",,,,,
"HOM","02-0122","Homer","Homer","AK","AAL","",,,"","",,"",,,,,
"HNH","02-0125","Hoonah","Hoonah","AK","AAL","",,,"","",,"",,,,,
"OOH","02-0453","Hoonah","Hoonah","AK","AAL","GA",1,44528,"3-02-0453-001-2005","OOH",47,"Construct Seaplane Base",2076714.00,0.00,0.00,2076714.00,2005
"HPB","02-0126","Hooper Bay","Hooper Bay","AK","AAL","CS",1,44444,"3-02-0126-005-2005","HPB",20,"Rehabilitate Access Road",1503100.00,0.00,0.00,1503100.00,2005
"HPB","02-0126","Hooper Bay","Hooper Bay","AK","AAL","CS",1,44445,"3-02-0126-005-2005","HPB",66,"Rehabilitate Runway",300000.00,0.00,0.00,300000.00,2005
"5HO","02-0449","Hope","Hope","AK","AAL","",,,"","",,"",,,,,
"HUS","02-0127","Hughes","Hughes","AK","AAL","",,,"","",,"",,,,,
"HLA","02-0128","Huslia","Huslia","AK","AAL","CS",1,58993,"3-02-0128-005-2009","HLA",66,"Rehabilitate Runway",7000000.00,7000000.00,0.00,0.00,2009
"HYG","02-0129","Hydaburg","Hydaburg","AK","AAL","",,,"","",,"",,,,,
"4Z7","02-0382","Hyder","Hyder","AK","AAL","",,,"","",,"",,,,,
"IGG","02-0131","Igiugig","Igiugig","AK","AAL","",,,"","",,"",,,,,
"ILI","02-0132","Iliamna","Iliamna","AK","AAL","CS",1,58937,"3-02-0132-009-2009","ILI",36,"Construct Snow Removal Equipment Building",4434565.00,0.00,0.00,4434565.00,2009
"KIB","02-0378","Ivanof Bay","Ivanof Bay","AK","AAL","",,,"","",,"",,,,,
"5Z1","02-0403","Juneau Harbor","Juneau","AK","AAL","",,,"","",,"",,,,,
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,44448,"3-02-0133-043-2005","JNU",44,"Construct Apron",1463162.00,0.00,0.00,1463162.00,2005
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,44450,"3-02-0133-045-2005","JNU",83,"Security Enhancements",24460.00,0.00,0.00,24460.00,2005
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,44468,"3-02-0133-046-2005","JNU",94,"Construct Runway Safety Area",862500.00,0.00,862500.00,0.00,2005
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,48311,"3-02-0133-047-2006","JNU",31,"Expand Terminal Building",1000000.00,0.00,0.00,1000000.00,2006
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51940,"3-02-0133-048-2007","JNU",44,"Construct Apron",900000.00,0.00,0.00,900000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51941,"3-02-0133-048-2007","JNU",94,"Construct Runway Safety Area",2500000.00,0.00,2500000.00,0.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51942,"3-02-0133-048-2007","JNU",49,"Construct Taxiway",100000.00,0.00,0.00,100000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51943,"3-02-0133-048-2007","JNU",44,"Construct Apron",1000000.00,0.00,0.00,1000000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51944,"3-02-0133-048-2007","JNU",59,"Environmental Mitigation",700000.00,0.00,0.00,700000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51945,"3-02-0133-048-2007","JNU",39,"Construct Snow Removal Equipment Building",1000000.00,0.00,500000.00,500000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51946,"3-02-0133-048-2007","JNU",94,"Construct Runway Safety Area",7500000.00,0.00,7500000.00,0.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,51947,"3-02-0133-048-2007","JNU",39,"Construct Snow Removal Equipment Building",1000000.00,0.00,0.00,1000000.00,2007
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,55235,"3-02-0133-049-2008","JNU",44,"Construct Apron",3000000.00,0.00,0.00,3000000.00,2008
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,55236,"3-02-0133-049-2008","JNU",94,"Construct Runway Safety Area",7506094.00,0.00,7506094.00,0.00,2008
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,59029,"3-02-0133-050-2009","JNU",39,"Construct Snow Removal Equipment Building",2000000.00,0.00,1000000.00,1000000.00,2009
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,59030,"3-02-0133-050-2009","JNU",44,"Construct Apron",2100219.00,0.00,0.00,2100219.00,2009
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,59031,"3-02-0133-050-2009","JNU",94,"Construct Runway Safety Area",9476683.00,0.00,8476683.00,1000000.00,2009
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,59032,"3-02-0133-050-2009","JNU",44,"Construct Apron",2000000.00,0.00,0.00,2000000.00,2009
"AFE","02-0398","Kake","Kake","AK","AAL","",,,"","",,"",,,,,
"KAE","02-0458","Kake","Kake","AK","AAL","",,,"","",,"",,,,,
"KLG","02-0136","Kalskag","Kalskag","AK","AAL","",,,"","",,"",,,,,
"KAL","02-0137","Kaltag","Kaltag","AK","AAL","",,,"","",,"",,,,,
"5Z5","02-0426","Kantishna","Kantishna","AK","AAL","",,,"","",,"",,,,,
"KYK","02-0138","Karluk","Karluk","AK","AAL","",,,"","",,"",,,,,
"KXA","02-0139","Kasaan","Kasaan","AK","AAL","",,,"","",,"",,,,,
"Z09","02-0341","Kasigluk","Kasigluk","AK","AAL","",,,"","",,"",,,,,
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,44494,"3-02-0142-034-2005","ENA",45,"Extend Taxiway",1677996.00,0.00,0.00,1677996.00,2005
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,44495,"3-02-0142-034-2005","ENA",45,"Extend Taxiway",364079.00,0.00,0.00,364079.00,2005
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,48303,"3-02-0142-035-2006","ENA",50,"Improve Seaplane Base",383763.00,0.00,0.00,383763.00,2006
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,48304,"3-02-0142-035-2006","ENA",70,"Rehabilitate Runway",5261277.00,0.00,4540286.00,720991.00,2006
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,48305,"3-02-0142-035-2006","ENA",50,"Improve Seaplane Base",1200000.00,0.00,0.00,1200000.00,2006
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,48306,"3-02-0142-035-2006","ENA",70,"Rehabilitate Runway",2500000.00,0.00,2500000.00,0.00,2006
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,48307,"3-02-0142-035-2006","ENA",70,"Rehabilitate Runway",348566.00,0.00,0.00,348566.00,2006
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,51864,"3-02-0142-037-2007","ENA",70,"Rehabilitate Runway",2515429.00,0.00,2515429.00,0.00,2007
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,51865,"3-02-0142-037-2007","ENA",50,"Improve Seaplane Base",1026568.00,0.00,1000000.00,26568.00,2007
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,55204,"3-02-0142-038-2008","ENA",39,"Construct Sand and Chemical Storage Building",432436.00,0.00,0.00,432436.00,2008
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,58946,"3-02-0142-039-2009","ENA",47,"Acquire Snow Removal Equipment",52840.00,0.00,0.00,52840.00,2009
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,58959,"3-02-0142-040-2009","ENA",95,"Acquire Aircraft Rescue & Fire Fighting Vehicle",872954.00,0.00,872954.00,0.00,2009
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,58961,"3-02-0142-041-2009","ENA",60,"Rehabilitate Apron",721837.00,0.00,0.00,721837.00,2009
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,58977,"3-02-0142-042-2009","ENA",60,"Rehabilitate Apron",4103350.00,0.00,2891950.00,1211400.00,2009
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,58978,"3-02-0142-043-2009","ENA",60,"Rehabilitate Apron",2888253.00,2888253.00,0.00,0.00,2009
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,48194,"3-02-0144-015-2006","KTN",45,"Install Emergency Generator",259570.00,0.00,0.00,259570.00,2006
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,48199,"3-02-0144-016-2006","KTN",70,"Rehabilitate Runway",20577605.00,0.00,20577605.00,0.00,2006
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,48200,"3-02-0144-016-2006","KTN",70,"Rehabilitate Runway",3581008.00,0.00,80792.00,3500216.00,2006
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,51838,"3-02-0144-017-2007","KTN",70,"Rehabilitate Runway",10427060.00,0.00,10427060.00,0.00,2007
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,51924,"3-02-0144-019-2007","KTN",39,"Construct Sand and Chemical Storage Building",1500000.00,0.00,0.00,1500000.00,2007
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,51925,"3-02-0144-019-2007","KTN",39,"Construct Snow Removal Equipment Building",3790066.00,0.00,0.00,3790066.00,2007
"8K9","02-0408","Murphys Pullout","Ketchikan","AK","AAL","",,,"","",,"",,,,,
"IAN","02-0146","Bob Baker Memorial","Kiana","AK","AAL","",,,"","",,"",,,,,
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,44530,"3-02-0147-003-2005","KVC",66,"Rehabilitate Runway",2985100.00,0.00,0.00,2985100.00,2005
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,44531,"3-02-0147-003-2005","KVC",36,"Construct Snow Removal Equipment Building",1520100.00,0.00,0.00,1520100.00,2005
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,44532,"3-02-0147-003-2005","KVC",66,"Rehabilitate Runway",1040100.00,0.00,0.00,1040100.00,2005
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,44533,"3-02-0147-003-2005","KVC",56,"Rehabilitate Apron",1610100.00,0.00,0.00,1610100.00,2005
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,48308,"3-02-0148-009-2006","AKN",94,"Extend Runway Safety Area",7489430.00,0.00,7489430.00,0.00,2006
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,55225,"3-02-0148-010-2008","AKN",70,"Rehabilitate Runway",5500000.00,0.00,0.00,5500000.00,2008
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,55226,"3-02-0148-010-2008","AKN",94,"Extend Runway Safety Area",1303451.00,0.00,1303451.00,0.00,2008
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,55227,"3-02-0148-010-2008","AKN",49,"Construct Taxiway",500000.00,0.00,0.00,500000.00,2008
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,58981,"3-02-0148-011-2009","AKN",60,"Rehabilitate Apron",8454220.00,8454220.00,0.00,0.00,2009
"IIK","02-0150","Kipnuk","Kipnuk","AK","AAL","",,,"","",,"",,,,,
"KKB","02-0151","Kitoi Bay","Kitoi Bay","AK","AAL","",,,"","",,"",,,,,
"KVL","02-0152","Kivalina","Kivalina","AK","AAL","",,,"","",,"",,,,,
"AKW","02-0154","Klawock","Klawock","AK","AAL","",,,"","",,"",,,,,
"AQC","02-0153","Klawock","Klawock","AK","AAL","",,,"","",,"",,,,,
"OBU","02-0427","Kobuk","Kobuk","AK","AAL","",,,"","",,"",,,,,
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,44471,"3-02-0158-009-2005","ADQ",94,"Extend Runway Safety Area",500000.00,0.00,500000.00,0.00,2005
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,44472,"3-02-0158-009-2005","ADQ",94,"Extend Runway Safety Area",500000.00,0.00,500000.00,0.00,2005
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,51834,"3-02-0158-010-2007","ADQ",94,"Extend Runway Safety Area",1743000.00,0.00,1743000.00,0.00,2007
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,51835,"3-02-0158-010-2007","ADQ",94,"Extend Runway Safety Area",1743000.00,0.00,1743000.00,0.00,2007
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,58952,"3-02-0158-011-2009","ADQ",94,"Extend Runway Safety Area",750000.00,0.00,750000.00,0.00,2009
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,58953,"3-02-0158-011-2009","ADQ",94,"Extend Runway Safety Area",750000.00,0.00,750000.00,0.00,2009
"KDK","02-0465","Kodiak Municipal","Kodiak","AK","AAL","",,,"","",,"",,,,,
"T44","02-0450","Trident Basin","Kodiak","AK","AAL","GA",1,44514,"3-02-0450-001-2005","T44",47,"Improve Seaplane Base",356804.00,0.00,0.00,356804.00,2005
"T44","02-0450","Trident Basin","Kodiak","AK","AAL","GA",1,48205,"3-02-0450-002-2006","T44",47,"Improve Seaplane Base",4080000.00,0.00,0.00,4080000.00,2006
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,44510,"3-02-0406-002-2005","9K2",45,"Extend Runway",1995000.00,0.00,0.00,1995000.00,2005
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,44511,"3-02-0406-002-2005","9K2",36,"Construct Snow Removal Equipment Building",713000.00,0.00,0.00,713000.00,2005
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,44512,"3-02-0406-002-2005","9K2",38,"Expand Apron",545000.00,0.00,0.00,545000.00,2005
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,44513,"3-02-0406-002-2005","9K2",45,"Extend Runway",2460000.00,0.00,0.00,2460000.00,2005
"JZZ","02-0424","Koliganek","Koliganek","AK","AAL","",,,"","",,"",,,,,
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,51870,"3-02-0380-001-2007","DUY",41,"Construct Apron",3000000.00,0.00,0.00,3000000.00,2007
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,51871,"3-02-0380-001-2007","DUY",45,"Extend Runway",10625392.00,0.00,0.00,10625392.00,2007
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,51872,"3-02-0380-001-2007","DUY",36,"Construct Snow Removal Equipment Building",961723.00,0.00,0.00,961723.00,2007
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,55212,"3-02-0380-002-2008","DUY",45,"Extend Runway",3898010.00,0.00,0.00,3898010.00,2008
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,55213,"3-02-0380-002-2008","DUY",36,"Construct Snow Removal Equipment Building",711240.00,0.00,0.00,711240.00,2008
"2A9","02-0159","Kotlik","Kotlik","AK","AAL","",,,"","",,"",,,,,
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,44461,"3-02-0160-010-2005","OTZ",66,"Update Airport Master Plan Study",525000.00,0.00,0.00,525000.00,2005
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,44474,"3-02-0160-011-2005","OTZ",94,"Construct Runway Safety Area",7187577.51,0.00,7187577.51,0.00,2005
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,48217,"3-02-0160-012-2006","OTZ",39,"Construct Sand and Chemical Storage Building",3277945.00,0.00,0.00,3277945.00,2006
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,58964,"3-02-0160-013-2009","OTZ",66,"Update Airport Master Plan Study",400000.00,0.00,0.00,400000.00,2009
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,59050,"3-02-0160-014-2009","OTZ",90,"Install Runway Incursion Caution Bars",694092.00,0.00,0.00,694092.00,2009
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,59051,"3-02-0160-014-2009","OTZ",40,"Acquire Equipment",100000.00,0.00,0.00,100000.00,2009
"KKA","02-0161","Koyuk Alfred Adams","Koyuk","AK","AAL","",,,"","",,"",,,,,
"KYU","02-0162","Koyukuk","Koyukuk","AK","AAL","",,,"","",,"",,,,,
"KWT","02-0435","Kwethluk","Kwethluk","AK","AAL","",,,"","",,"",,,,,
"GGV","02-0165","Kwigillingok","Kwigillingok","AK","AAL","",,,"","",,"",,,,,
"Z55","02-0430","Lake Louise","Lake Louise","AK","AAL","GA",1,51866,"3-02-0430-001-2007","Z55",49,"Construct Runway",1630897.00,0.00,0.00,1630897.00,2007
"Z55","02-0430","Lake Louise","Lake Louise","AK","AAL","GA",1,51867,"3-02-0430-001-2007","Z55",46,"Construct Taxiway",500000.00,0.00,0.00,500000.00,2007
"Z55","02-0430","Lake Louise","Lake Louise","AK","AAL","GA",1,51868,"3-02-0430-001-2007","Z55",41,"Construct Apron",600000.00,0.00,0.00,600000.00,2007
"2A3","02-0166","Larsen Bay","Larsen Bay","AK","AAL","",,,"","",,"",,,,,
"9Z8","02-0167","Levelock","Levelock","AK","AAL","",,,"","",,"",,,,,
"2AK","02-0360","Lime Village","Lime Village","AK","AAL","",,,"","",,"",,,,,
"+07C","02-0474","Lime Village (Proposed GA)","Lime Village","AK","AAL","",,,"","",,"",,,,,
"MLY","02-0170","Manley Hot Springs","Manley Hot Springs","AK","AAL","",,,"","",,"",,,,,
"MBA","02-0171","Manokotak","Manokotak","AK","AAL","",,,"","",,"",,,,,
"+07B","02-0473","Manokotak (Proposed GA)","Manokotak","AK","AAL","",1,48310,"3-02-0473-001-2006","+07B",40,"Construct New Airport",8311638.00,0.00,8000000.00,311638.00,2006
"+07B","02-0473","Manokotak (Proposed GA)","Manokotak","AK","AAL","",1,51847,"3-02-0473-002-2007","+07B",40,"Construct New Airport",6373030.00,0.00,6373030.00,0.00,2007
"MDM","02-0363","Marshall Don Hunter Sr","Marshall","AK","AAL","",,,"","",,"",,,,,
