"code","npias","name","city","state","ADO","service_level","district","fiscal_year","description","grant_number","airport_id","total","entitlement_total","discretionary_total","stimulus_total"
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,2009,"Rehabilitate Runway [phase 1(ARRA funded)] - 04/22","3-02-0100-003-2009","FYU",13659708.00,0.00,0.00,13659708.00
"FYU","02-0100","Fort Yukon","Fort Yukon","AK","AAL","CS",1,2009,"Construct Snow Removal Equipment Building, Rehabilitate Apron [Resurface apron]","3-02-0100-004-2009","FYU",1890542.00,1890542.00,0.00,0.00
"FNR","02-0101","Funter Bay","Funter Bay","AK","AAL","",,,"","","",,,,
"GBH","02-0428","Galbraith Lake","Galbraith Lake","AK","AAL","",,,"","","",,,,
"GAL","02-0102","Edward G. Pitka Sr","Galena","AK","AAL","CS",1,2009,"Rehabilitate Snow Removal Equipment Building","3-02-0102-005-2009","GAL",1775493.00,1775493.00,0.00,0.00
"GAM","02-0103","Gambell","Gambell","AK","AAL","",,,"","","",,,,
"AQY","02-0104","Girdwood","Girdwood","AK","AAL","",,,"","","",,,,
"N93","02-0106","Golovin","Golovin","AK","AAL","",,,"","","",,,,
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,2008,"Construct Apron [construct apron (w/taxiway stub)], Construct Snow Removal Equipment Building [SREB], Extend Runway [extend runway] - 05/23","3-02-0107-001-2008","GNU",12147434.00,1966665.00,10180769.00,0.00
"GNU","02-0107","Goodnews","Goodnews","AK","AAL","GA",1,2009,"Extend Runway [phase 2 extend & realign rwy 5/23] - 05/23","3-02-0107-002-2009","GNU",4455060.00,2195743.00,2259317.00,0.00
"Z40","02-0409","Goose Bay","Goose Bay","AK","AAL","",,,"","","",,,,
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,2008,"Construct Apron [construct apron, phase 1], Construct Runway [Phase 1] - Plan-1","3-02-0109-004-2008","KGX",9100000.00,7252820.00,1847180.00,0.00
"KGX","02-0109","Grayling","Grayling","AK","AAL","GA",1,2008,"Construct Apron [construct apron phase 2], Construct Runway [Phase 2] - Plan-1","3-02-0109-005-2008","KGX",9600000.00,8100000.00,1500000.00,0.00
"GKN","02-0110","Gulkana","Gulkana","AK","AAL","",,,"","","",,,,
"GST","02-0111","Gustavus","Gustavus","AK","AAL","",,,"","","",,,,
"HNS","02-0112","Haines","Haines","AK","AAL","",,,"","","",,,,
"3Z9","02-0457","Haines","Haines","AK","AAL","",,,"","","",,,,
"HAY","02-0116","Haycock","Haycock","AK","AAL","",,,"","","",,,,
"HRR","02-0414","Healy River","Healy","AK","AAL","",,,"","","",,,,
"+079","02-0470","Clark Bay SPB (Prop GA Hollis replacement)","Hollis","AK","AAL","",,,"","","",,,,
"HYL","02-0452","Hollis","Hollis","AK","AAL","",,,"","","",,,,
"HCA","02-0120","Holy Cross","Holy Cross","AK","AAL","",,,"","","",,,,
"HOM","02-0122","Homer","Homer","AK","AAL","",,,"","","",,,,
"HNH","02-0125","Hoonah","Hoonah","AK","AAL","",,,"","","",,,,
"OOH","02-0453","Hoonah","Hoonah","AK","AAL","GA",1,2005,"Construct Seaplane Base","3-02-0453-001-2005","OOH",2076714.00,2076714.00,0.00,0.00
"HPB","02-0126","Hooper Bay","Hooper Bay","AK","AAL","CS",1,2005,"Rehabilitate Access Road, Rehabilitate Runway [(Maintenance)] - 13/31","3-02-0126-005-2005","HPB",1803100.00,1803100.00,0.00,0.00
"5HO","02-0449","Hope","Hope","AK","AAL","",,,"","","",,,,
"HUS","02-0127","Hughes","Hughes","AK","AAL","",,,"","","",,,,
"HLA","02-0128","Huslia","Huslia","AK","AAL","CS",1,2009,"Rehabilitate Runway [phase 1 (ARRA funded)] - 03/21","3-02-0128-005-2009","HLA",7000000.00,0.00,0.00,7000000.00
"HYG","02-0129","Hydaburg","Hydaburg","AK","AAL","",,,"","","",,,,
"4Z7","02-0382","Hyder","Hyder","AK","AAL","",,,"","","",,,,
"IGG","02-0131","Igiugig","Igiugig","AK","AAL","",,,"","","",,,,
"ILI","02-0132","Iliamna","Iliamna","AK","AAL","CS",1,2009,"Construct Snow Removal Equipment Building [Construct Combined Snow Removaland Sand Chemical Building]","3-02-0132-009-2009","ILI",4434565.00,4434565.00,0.00,0.00
"KIB","02-0378","Ivanof Bay","Ivanof Bay","AK","AAL","",,,"","","",,,,
"5Z1","02-0403","Juneau Harbor","Juneau","AK","AAL","",,,"","","",,,,
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2005,"Construct Apron","3-02-0133-043-2005","JNU",1463162.00,1463162.00,0.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2005,"Security Enhancements [(Security Vehicle)]","3-02-0133-045-2005","JNU",24460.00,24460.00,0.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2005,"Construct Runway Safety Area [(Environmental)] - 08/26","3-02-0133-046-2005","JNU",862500.00,0.00,862500.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2006,"Expand Terminal Building [(Planning & Design)]","3-02-0133-047-2006","JNU",1000000.00,1000000.00,0.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2007,"Construct Apron [(Mitigation)], Construct Apron [(Place Fill)], Construct Runway Safety Area [(Mitigation)] - 08/26, Construct Runway Safety Area [(Place Fill)] - 08/26, Construct Snow Removal Equipment Building [(Mitigation)], Construct Snow Removal Equi","3-02-0133-048-2007","JNU",14700000.00,4200000.00,10500000.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2008,"Construct Apron [(Construct)], Construct Runway Safety Area [(Construction Phase 2)] - 08/26","3-02-0133-049-2008","JNU",10506094.00,3000000.00,7506094.00,0.00
"JNU","02-0133","Juneau International","Juneau","AK","AAL","P",1,2009,"Construct Apron [construct NE Quad embankment, phase 3], Construct Apron [construct NW Quad (and associated taxilane)embankment, phase 3], Construct Runway Safety Area [construct runway safety area, phase 3] - 08/26, Construct Snow Removal Equipment Build","3-02-0133-050-2009","JNU",15576902.00,6100219.00,9476683.00,0.00
"AFE","02-0398","Kake","Kake","AK","AAL","",,,"","","",,,,
"KAE","02-0458","Kake","Kake","AK","AAL","",,,"","","",,,,
"KLG","02-0136","Kalskag","Kalskag","AK","AAL","",,,"","","",,,,
"KAL","02-0137","Kaltag","Kaltag","AK","AAL","",,,"","","",,,,
"5Z5","02-0426","Kantishna","Kantishna","AK","AAL","",,,"","","",,,,
"KYK","02-0138","Karluk","Karluk","AK","AAL","",,,"","","",,,,
"KXA","02-0139","Kasaan","Kasaan","AK","AAL","",,,"","","",,,,
"Z09","02-0341","Kasigluk","Kasigluk","AK","AAL","",,,"","","",,,,
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2005,"Extend Taxiway [(Multi-Year, Year 2)], Extend Taxiway [Extend Twy P]","3-02-0142-034-2005","ENA",2042075.00,2042075.00,0.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2006,"Improve Seaplane Base [extend & widen waterlane (phase 1)], Improve Seaplane Base [extend & widen waterlane (phase 2a)], Rehabilitate Runway [(Phase 2)] - 01L/19R, Rehabilitate Runway [RSA, provide standard(Phase 2)] - 01L/19R, Rehabilitate Runway [Rehabi","3-02-0142-035-2006","ENA",9693606.00,2653320.00,7040286.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2007,"Improve Seaplane Base [extend & widen waterlane (phase 2b)], Rehabilitate Runway [rehab. runway 1/19 & provide RSA (phase 3)] - 01L/19R","3-02-0142-037-2007","ENA",3541997.00,26568.00,3515429.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2008,"Construct Sand and Chemical Storage Building [Construct Sand/Urea Bldg]","3-02-0142-038-2008","ENA",432436.00,432436.00,0.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2009,"Acquire Snow Removal Equipment [Acquire Plow Truck Attachment]","3-02-0142-039-2009","ENA",52840.00,52840.00,0.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2009,"Acquire Aircraft Rescue & Fire Fighting Vehicle [Acquire ARFF Truck]","3-02-0142-040-2009","ENA",872954.00,0.00,872954.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2009,"Rehabilitate Apron [Rehab Apron, Phase 1 (Design and Construction Block 1, FY09 Part A)]","3-02-0142-041-2009","ENA",721837.00,721837.00,0.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2009,"Rehabilitate Apron [Rehab Apron, Phase 2 (Design and Construction Block 1, FY09 Phase B)]","3-02-0142-042-2009","ENA",4103350.00,1211400.00,2891950.00,0.00
"ENA","02-0142","Kenai Municipal","Kenai","AK","AAL","P",1,2009,"Rehabilitate Apron [Apron Rehabilitation - 2009 ARRA Funded]","3-02-0142-043-2009","ENA",2888253.00,0.00,0.00,2888253.00
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,2006,"Install Emergency Generator","3-02-0144-015-2006","KTN",259570.00,259570.00,0.00,0.00
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,2006,"Rehabilitate Runway [(Extend RSA, Phase 1)] - 11/29, Rehabilitate Runway - 11/29","3-02-0144-016-2006","KTN",24158613.00,3500216.00,20658397.00,0.00
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,2007,"Rehabilitate Runway [(Extend RSA, Phase 2)] - 11/29","3-02-0144-017-2007","KTN",10427060.00,0.00,10427060.00,0.00
"KTN","02-0144","Ketchikan International","Ketchikan","AK","AAL","P",1,2007,"Construct Sand and Chemical Storage Building, Construct Snow Removal Equipment Building","3-02-0144-019-2007","KTN",5290066.00,5290066.00,0.00,0.00
"8K9","02-0408","Murphys Pullout","Ketchikan","AK","AAL","",,,"","","",,,,
"IAN","02-0146","Bob Baker Memorial","Kiana","AK","AAL","",,,"","","",,,,
"KVC","02-0147","King Cove","King Cove","AK","AAL","GA",1,2005,"Construct Snow Removal Equipment Building, Rehabilitate Apron, Rehabilitate Runway [(RSA)] - 07/25, Rehabilitate Runway - 07/25","3-02-0147-003-2005","KVC",7155400.00,7155400.00,0.00,0.00
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,2006,"Extend Runway Safety Area [Phase 1] - 11/29","3-02-0148-009-2006","AKN",7489430.00,0.00,7489430.00,0.00
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,2008,"Construct Taxiway [Construct GA Tawiway], Extend Runway Safety Area [Phase 2] - 11/29, Rehabilitate Runway - 18/36","3-02-0148-010-2008","AKN",7303451.00,6000000.00,1303451.00,0.00
"AKN","02-0148","King Salmon","King Salmon","AK","AAL","P",1,2009,"Rehabilitate Apron [Rehabiliate Apron (LOC) (ARRA funded)]","3-02-0148-011-2009","AKN",8454220.00,0.00,0.00,8454220.00
"IIK","02-0150","Kipnuk","Kipnuk","AK","AAL","",,,"","","",,,,
"KKB","02-0151","Kitoi Bay","Kitoi Bay","AK","AAL","",,,"","","",,,,
"KVL","02-0152","Kivalina","Kivalina","AK","AAL","",,,"","","",,,,
"AKW","02-0154","Klawock","Klawock","AK","AAL","",,,"","","",,,,
"AQC","02-0153","Klawock","Klawock","AK","AAL","",,,"","","",,,,
"OBU","02-0427","Kobuk","Kobuk","AK","AAL","",,,"","","",,,,
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,2005,"Extend Runway Safety Area [(EIS)] - 07/25, Extend Runway Safety Area [(EIS)] - 18/36","3-02-0158-009-2005","ADQ",1000000.00,0.00,1000000.00,0.00
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,2007,"Extend Runway Safety Area [(EIS Phase 2)] - 18/36, Extend Runway Safety Area [EIS Phase 2] - 07/25","3-02-0158-010-2007","ADQ",3486000.00,0.00,3486000.00,0.00
"ADQ","02-0158","Kodiak","Kodiak","AK","AAL","P",1,2009,"Extend Runway Safety Area [(EIS Phase 3)] - 18/36, Extend Runway Safety Area [EIS Phase 3] - 07/25","3-02-0158-011-2009","ADQ",1500000.00,0.00,1500000.00,0.00
"KDK","02-0465","Kodiak Municipal","Kodiak","AK","AAL","",,,"","","",,,,
"T44","02-0450","Trident Basin","Kodiak","AK","AAL","GA",1,2005,"Improve Seaplane Base [(Preliminary Design & Environmental)]","3-02-0450-001-2005","T44",356804.00,356804.00,0.00,0.00
"T44","02-0450","Trident Basin","Kodiak","AK","AAL","GA",1,2006,"Improve Seaplane Base","3-02-0450-002-2006","T44",4080000.00,4080000.00,0.00,0.00
"9K2","02-0406","Kokhanok","Kokhanok","AK","AAL","GA",1,2005,"Construct Snow Removal Equipment Building, Expand Apron, Extend Runway [(RSA Development)] - 06/24, Extend Runway - 06/24","3-02-0406-002-2005","9K2",5713000.00,5713000.00,0.00,0.00
"JZZ","02-0424","Koliganek","Koliganek","AK","AAL","",,,"","","",,,,
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,2007,"Construct Apron, Construct Snow Removal Equipment Building [Construct SREB], Extend Runway [Extend/Widen RWY & RSA Phase 1] - 18/36","3-02-0380-001-2007","DUY",14587115.00,14587115.00,0.00,0.00
"DUY","02-0380","Kongiganak","Kongiganak","AK","AAL","CS",1,2008,"Construct Snow Removal Equipment Building [Construct SREB], Extend Runway [Extend/Widen RWY & RSA Phase 2] - 18/36","3-02-0380-002-2008","DUY",4609250.00,4609250.00,0.00,0.00
"2A9","02-0159","Kotlik","Kotlik","AK","AAL","",,,"","","",,,,
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,2005,"Update Airport Master Plan Study [(Relocation Study) Stg 1]","3-02-0160-010-2005","OTZ",525000.00,525000.00,0.00,0.00
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,2005,"Construct Runway Safety Area - 08/26","3-02-0160-011-2005","OTZ",7187577.51,0.00,7187577.51,0.00
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,2006,"Construct Sand and Chemical Storage Building","3-02-0160-012-2006","OTZ",3277945.00,3277945.00,0.00,0.00
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,2009,"Update Airport Master Plan Study [(Relocation Study) Stg 2]","3-02-0160-013-2009","OTZ",400000.00,400000.00,0.00,0.00
"OTZ","02-0160","Ralph Wien Memorial","Kotzebue","AK","AAL","P",1,2009,"Acquire Equipment [install supplemental wind cone], Install Runway Incursion Caution Bars","3-02-0160-014-2009","OTZ",794092.00,794092.00,0.00,0.00
"KKA","02-0161","Koyuk Alfred Adams","Koyuk","AK","AAL","",,,"","","",,,,
"KYU","02-0162","Koyukuk","Koyukuk","AK","AAL","",,,"","","",,,,
"KWT","02-0435","Kwethluk","Kwethluk","AK","AAL","",,,"","","",,,,
"GGV","02-0165","Kwigillingok","Kwigillingok","AK","AAL","",,,"","","",,,,
"Z55","02-0430","Lake Louise","Lake Louise","AK","AAL","GA",1,2007,"Construct Apron, Construct Runway - 12/30, Construct Taxiway","3-02-0430-001-2007","Z55",2730897.00,2730897.00,0.00,0.00
"2A3","02-0166","Larsen Bay","Larsen Bay","AK","AAL","",,,"","","",,,,
"9Z8","02-0167","Levelock","Levelock","AK","AAL","",,,"","","",,,,
"2AK","02-0360","Lime Village","Lime Village","AK","AAL","",,,"","","",,,,
"+07C","02-0474","Lime Village (Proposed GA)","Lime Village","AK","AAL","",,,"","","",,,,
"MLY","02-0170","Manley Hot Springs","Manley Hot Springs","AK","AAL","",,,"","","",,,,
"MBA","02-0171","Manokotak","Manokotak","AK","AAL","",,,"","","",,,,
"+07B","02-0473","Manokotak (Proposed GA)","Manokotak","AK","AAL","",1,2006,"Construct New Airport [Phase 1 (Construct Embankments)]","3-02-0473-001-2006","+07B",8311638.00,311638.00,8000000.00,0.00
"+07B","02-0473","Manokotak (Proposed GA)","Manokotak","AK","AAL","",1,2007,"Construct New Airport [Phase 2 (Complete Construction)]","3-02-0473-002-2007","+07B",6373030.00,0.00,6373030.00,0.00
"MDM","02-0363","Marshall Don Hunter Sr","Marshall","AK","AAL","",,,"","","",,,,
"MYK","02-0173","May Creek","May Creek","AK","AAL","",,,"","","",,,,
"15Z","02-0334","McCarthy","McCarthy","AK","AAL","",,,"","","",,,,
"MCG","02-0176","McGrath","McGrath","AK","AAL","CS",1,2006,"Construct Sand and Chemical Storage Building","3-02-0176-004-2006","MCG",1571036.00,1571036.00,0.00,0.00
"MCG","02-0176","McGrath","McGrath","AK","AAL","CS",1,2006,"Construct Apron, Construct Runway - Plan-1","3-02-0176-005-2006","MCG",6574950.00,6574950.00,0.00,0.00
"MYU","02-0178","Mekoryuk","Mekoryuk","AK","AAL","",,,"","","",,,,
"MTM","02-0369","Metlakatla","Metlakatla","AK","AAL","",,,"","","",,,,
"84K","02-0454","Meyers Chuck","Meyers Chuck","AK","AAL","",,,"","","",,,,
"MHM","02-0180","Minchumina","Minchumina","AK","AAL","",,,"","","",,,,
"51Z","02-0336","Minto","Minto","AK","AAL","GA",1,2007,"Construct Apron, Construct Runway - Plan-1, Construct Snow Removal Equipment Building","3-02-0336-002-2007","51Z",9233918.00,1800000.00,7433918.00,0.00
"MOU","02-0184","Mountain Village","Mountain Village","AK","AAL","",,,"","","",,,,
"5NK","02-0185","Naknek","Naknek","AK","AAL","",,,"","","",,,,
"KEB","02-0094","Nanwalek","Nanwalek","AK","AAL","CS",1,2005,"Update Airport Master Plan Study","3-02-0094-001-2005","KEB",94970.42,94970.42,0.00,0.00
"WNA","02-0188","Napakiak","Napakiak","AK","AAL","",,,"","","",,,,
"PKA","02-0189","Napaskiak","Napaskiak","AK","AAL","",,,"","","",,,,
"+01I","02-0447","Naukati SPB (Proposed GA)","Naukati","AK","AAL","",,,"","","",,,,
"OUL","02-0190","Nelson Lagoon","Nelson Lagoon","AK","AAL","",,,"","","",,,,
"ENN","02-0191","Nenana Municipal","Nenana","AK","AAL","GA",1,2005,"Acquire Snow Removal Equipment","3-02-0191-011-2005","ENN",191546.00,191546.00,0.00,0.00
"ENN","02-0191","Nenana Municipal","Nenana","AK","AAL","GA",1,2007,"Acquire Snow Removal Equipment","3-02-0191-012-2007","ENN",253705.00,245500.00,8205.00,0.00
"ENN","02-0191","Nenana Municipal","Nenana","AK","AAL","GA",1,2007,"Install Perimeter Fencing [(Design)], Rehabilitate Runway [(Design)] - 04L/22R","3-02-0191-013-2007","ENN",100000.00,100000.00,0.00,0.00
"KNW","02-0193","New Stuyahok","New Stuyahok","AK","AAL","",,,"","","",,,,
"EWU","02-0194","Newtok","Newtok","AK","AAL","GA",1,2006,"Conduct Airport Master Plan Study [(Collection of Wind Data)]","3-02-0194-003-2006","EWU",104000.00,104000.00,0.00,0.00
"EWU","02-0194","Newtok","Newtok","AK","AAL","GA",1,2009,"Conduct Airport Master Plan Study [Conduct phase 4 of AMP for additional geotechnical, environmental data gathering, scoping and ALP.]","3-02-0194-004-2009","EWU",356250.00,356250.00,0.00,0.00
"IGT","02-0195","Nightmute","Nightmute","AK","AAL","GA",1,2007,"Construct Snow Removal Equipment Building, Expand Apron, Extend Runway - 02/20","3-02-0195-001-2007","IGT",15113303.00,15113303.00,0.00,0.00
"FSP","02-0357","Nikolai","Nikolai","AK","AAL","",,,"","","",,,,
"+099","02-0485","New Replacement (Noatak)","Noatak","AK","AAL","",,,"","","",,,,
"WTK","02-0198","Noatak","Noatak","AK","AAL","",,,"","","",,,,
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2005,"Construct Aircraft Rescue & Fire Fighting Building [(Phase 1)], Construct Snow Removal Equipment Building [(Phase 1)]","3-02-0199-013-2005","OME",10300000.00,5350000.00,4950000.00,0.00
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2006,"Construct Aircraft Rescue & Fire Fighting Building [(Phase 2)], Construct Snow Removal Equipment Building [(Phase 2)]","3-02-0199-014-2006","OME",1481187.00,740594.00,740593.00,0.00
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2006,"Rehabilitate Runway [(Phase 1)] - 03/21, Rehabilitate Runway - 10/28, Remove Obstructions [(Utility Pole Removal)]","3-02-0199-015-2006","OME",6463358.00,6463358.00,0.00,0.00
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2007,"Rehabilitate Runway [(Phase 2)] - 03/21, Rehabilitate Runway [(Phase 2)] - 10/28","3-02-0199-016-2007","OME",7205555.00,7205555.00,0.00,0.00
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2007,"Acquire Aircraft Rescue & Fire Fighting Vehicle [Acquire 3000-Gallon ARFF Vehicle]","3-02-0199-017-2007","OME",950000.00,0.00,950000.00,0.00
"OME","02-0199","Nome","Nome","AK","AAL","P",1,2007,"Update Airport Master Plan Study","3-02-0199-018-2007","OME",500000.00,500000.00,0.00,0.00
"5NN","02-0432","Nondalton","Nondalton","AK","AAL","",,,"","","",,,,
"D76","02-0201","Robert /Bob/ Curtis Memorial","Noorvik","AK","AAL","",,,"","","",,,,
"96Z","02-0415","North Whale","North Whale Pass","AK","AAL","",,,"","","",,,,
"ORT","02-0203","Northway","Northway","AK","AAL","",,,"","","",,,,
"AQT","02-0366","Nuiqsut","Nuiqsut","AK","AAL","",,,"","","",,,,
"NUL","02-0204","Nulato","Nulato","AK","AAL","",,,"","","",,,,
"16A","02-0446","Nunapitchuk","Nunapitchuk","AK","AAL","CS",1,2007,"Construct Snow Removal Equipment Building, Extend Runway - 18/36","3-02-0446-001-2007","16A",15068297.00,15068297.00,0.00,0.00
"6R7","02-0421","Old Harbor","Old Harbor","AK","AAL","",,,"","","",,,,
"Z17","02-0209","Ophir","Ophir","AK","AAL","",,,"","","",,,,
"4K5","02-0210","Ouzinkie","Ouzinkie","AK","AAL","",,,"","","",,,,
"PAQ","02-0211","Palmer Municipal","Palmer","AK","AAL","GA",1,2005,"Acquire Land For Approaches, Acquire Snow Removal Equipment [(Motor grader)], Rehabilitate Runway [Phase 1 (Design)] - 09/27, Rehabilitate Runway Lighting [(Design)] - 16/34","3-02-0211-012-2005","PAQ",486113.00,437990.00,48123.00,0.00
"PAQ","02-0211","Palmer Municipal","Palmer","AK","AAL","GA",1,2006,"Install Runway Vertical/Visual Guidance System [PAPIs & REILs] - 16/34, Rehabilitate Runway Lighting [Install new runway lighting and lighted windcone] - 16/34, Rehabilitate Taxiway [rehab. twy B, interlinks & lighting]","3-02-0211-013-2006","PAQ",1850291.00,1850291.00,0.00,0.00
