Indent,Category,Source,Report,2000 (Corp),2001 (Corp),2002 (Corp),2003 (Corp),2004 (Corp),2005 (Corp),2006 (Corp),2007 (Corp),2008 (Corp),2009 (Corp),2010 (Corp),2011 (Corp),2012 (Corp),2013 (Corp),2014 (Corp),2015 (Corp),2016 (Corp),2000 (Indv),2001 (Indv),2002 (Indv),2003 (Indv),2004 (Indv),2005 (Indv),2006 (Indv),2007 (Indv),2008 (Indv),2009 (Indv),2010 (Indv),2011 (Indv),2012 (Indv),2013 (Indv),2014 (Indv),2015 (Indv),2016 (Indv),Expenditure Name,Expenditure Footnotes
##+,55,Treasury,2011,,,,,,,,,,200.00,220.00,400.00,510.00,510.00,520.00,550.00,,,,,,,,,,,760.00,650.00,790.00,960.00,1030.00,1090.00,1160.00,,Exclusion of interest on owner-occupied mortgage subsidy bonds,,,,,,,,,,,,,,,,,
##+,56,Treasury,2012,,,,,,,,,,,400.00,360.00,480.00,600.00,620.00,610.00,640.00,,,,,,,,,,,830.00,900.00,1010.00,1160.00,1300.00,1400.00,1480.00,Exclusion of interest on owner-occupied mortgage subsidy bonds,,,,,,,,,,,,,,,,,
##,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Rental housing bonds.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, the Tax Code allows interest earned on State and local government bonds used to finance multifamily rental housing projects to be tax-exempt. </p>"
##+,40,Treasury,2000,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,,,110.00,110.00,115.00,115.00,115.00,,,,,,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,41,Treasury,2001,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,,115.00,120.00,120.00,120.00,120.00,120.00,,,,,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,42,Treasury,2002,40.00,40.00,40.00,40.00,50.00,60.00,70.00,,,,,,,,,,,120.00,120.00,130.00,130.00,150.00,170.00,190.00,,,,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,40,Treasury,2003,,40.00,40.00,40.00,50.00,50.00,50.00,50.00,,,,,,,,,,,120.00,130.00,140.00,150.00,170.00,190.00,210.00,,,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,40,Treasury,2004,,,40.00,50.00,50.00,50.00,50.00,50.00,50.00,,,,,,,,,,,140.00,150.00,170.00,190.00,200.00,210.00,230.00,,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,40,Treasury,2005,,,,60.00,60.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,220.00,250.00,280.00,300.00,310.00,330.00,340.00,,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,43,Treasury,2006,,,,,80.00,80.00,80.00,80.00,90.00,90.00,90.00,,,,,,,,,,,280.00,310.00,330.00,340.00,370.00,380.00,390.00,,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,59,Treasury,2007,,,,,,90.00,90.00,90.00,100.00,100.00,100.00,100.00,,,,,,,,,,,320.00,340.00,360.00,400.00,430.00,440.00,450.00,,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,56,Treasury,2008,,,,,,,230.00,260.00,270.00,280.00,290.00,300.00,310.00,,,,,,,,,,,740.00,830.00,880.00,900.00,930.00,960.00,990.00,,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,55,Treasury,2009,,,,,,,,260.00,270.00,280.00,290.00,300.00,310.00,320.00,,,,,,,,,,,570.00,610.00,620.00,640.00,660.00,680.00,700.00,,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,57,Treasury,2010,,,,,,,,,180.00,300.00,310.00,320.00,320.00,330.00,340.00,,,,,,,,,,,230.00,590.00,620.00,680.00,740.00,760.00,780.00,,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,56,Treasury,2011,,,,,,,,,,170.00,180.00,340.00,430.00,430.00,440.00,470.00,,,,,,,,,,,640.00,550.00,670.00,810.00,870.00,930.00,980.00,,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##+,57,Treasury,2012,,,,,,,,,,,340.00,310.00,410.00,510.00,530.00,520.00,540.00,,,,,,,,,,,710.00,770.00,860.00,990.00,1110.00,1190.00,1260.00,Exclusion of interest on rental housing bonds,,,,,,,,,,,,,,,,,
##,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Interest on owner-occupied homes.&mdash;The baseline tax system would allow the write-off of expenses incurred in earning income. It would not allow the deductibility of expenses when income or the return on investments are not taxed. In contrast, the Tax Code provides that owner-occupants of homes may deduct mortgage interest on their primary and secondary residences as itemized nonbusiness deductions even though the value of owneroccupied housing services is not included in a taxpayer's taxable income. In general, the mortgage interest deduction is limited to interest on debt no greater than the owner's basis in the residence, and is also limited to interest on debt of no more than $1 million. Interest on up to $100,000 of other debt secured by a lien on a principal or second residence is also deductible, irrespective of the purpose of borrowing, provided the debt does not exceed the fair market value of the residence. </p>"
##+,41,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,55100.00,57590.00,60415.00,63425.00,66615.00,,,,,,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,42,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,58815.00,60925.00,63240.00,65955.00,68965.00,72160.00,,,,,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,43,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,60270.00,63190.00,65750.00,68050.00,70470.00,73100.00,76150.00,,,,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,41,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,64510.00,64190.00,66110.00,68070.00,70870.00,73560.00,76870.00,,,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,41,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,63590.00,65540.00,68440.00,71870.00,74790.00,78160.00,82650.00,,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,41,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,61160.00,62590.00,69740.00,74800.00,78420.00,83030.00,87920.00,,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,44,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,61450.00,68870.00,76030.00,81990.00,88990.00,95770.00,102760.00,,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,60,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,62160.00,72060.00,79860.00,87820.00,94490.00,100980.00,108280.00,,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,57,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,68330.00,79940.00,89430.00,96250.00,103540.00,111440.00,119600.00,,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,56,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,84850.00,94790.00,100810.00,107020.00,115280.00,123130.00,130440.00,,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,58,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,88500.00,97280.00,107980.00,119750.00,131230.00,139990.00,147130.00,,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,57,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,79400.00,92180.00,104540.00,116620.00,127840.00,139000.00,149560.00,,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,58,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,79150.00,88720.00,98550.00,110660.00,122970.00,133300.00,143700.00,Deductibility of mortgage interest on owner-occupied homes,,,,,,,,,,,,,,,,,
##,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<p>Taxes on owner-occupied homes.&mdash;The Tax Code allows owner-occupants of homes to deduct property taxes on their primary and secondary residences even though they are not required to report the value of owner-occupied housing services as gross income. </p>
##+,42,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,19495.00,20535.00,21625.00,22635.00,23645.00,,,,,,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,43,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,22185.00,23075.00,24000.00,24980.00,25915.00,26840.00,,,,,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,44,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22140.00,23920.00,25570.00,27220.00,29080.00,30980.00,33220.00,,,,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,42,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22410.00,22680.00,23580.00,23210.00,20330.00,16300.00,14410.00,,,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,42,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,21760.00,22320.00,22160.00,19750.00,16240.00,14580.00,13580.00,,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,42,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,22090.00,21740.00,19410.00,16110.00,14580.00,13640.00,13110.00,,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,45,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19930.00,16590.00,14830.00,14110.00,13400.00,13000.00,12800.00,,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,61,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19110.00,15020.00,12810.00,12910.00,12830.00,12720.00,22930.00,,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,58,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,21260.00,15540.00,12620.00,12590.00,12580.00,22440.00,27770.00,,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,57,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19120.00,16360.00,16640.00,16820.00,28230.00,34570.00,35400.00,,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,59,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,29130.00,20850.00,14980.00,24550.00,30630.00,31870.00,32540.00,,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,58,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,29010.00,18860.00,23710.00,29730.00,31340.00,32700.00,33690.00,,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##+,59,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,15120.00,19320.00,24910.00,27000.00,28760.00,30250.00,31370.00,Deductibility of State and local property tax on owner-occupied homes,,,,,,,,,,,,,,,,,
##,Deferral of income from post-1987 installment sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##+,43,Treasury,2000,265.00,270.00,275.00,280.00,285.00,,,,,,,,,,,,,750.00,765.00,780.00,795.00,810.00,,,,,,,,,,,,,Deferral of income from post-1987 installment sales,,,,,,,,,,,,,,,,,
##+,44,Treasury,2001,265.00,270.00,275.00,280.00,285.00,290.00,,,,,,,,,,,,750.00,765.00,780.00,795.00,810.00,825.00,,,,,,,,,,,,Deferral of income from post-1987 installment sales,,,,,,,,,,,,,,,,,
##,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Capital gains exclusion on home sales.&mdash;The baseline tax system would not allow deductions and exemptions to certain types of income. In contrast, under current law, a homeowner can exclude from tax up to $500,000 ($250,000 for singles) of the capital gains from the sale of a principal residence. The exclusion may not be used more than once every two years. </p>"
##+,44,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,18540.00,19095.00,19670.00,20260.00,20870.00,,,,,,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,45,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,18540.00,19095.00,19670.00,20260.00,20870.00,21495.00,,,,,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,46,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,18540.00,19095.00,19670.00,20260.00,20870.00,21490.00,22140.00,,,,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,44,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19090.00,19670.00,20260.00,20860.00,21490.00,22140.00,22800.00,,,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,44,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,19670.00,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,44,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,24190.00,,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,47,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,29730.00,32840.00,36270.00,40050.00,44240.00,54660.00,71960.00,,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,63,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,35990.00,39750.00,43900.00,48490.00,59900.00,78860.00,87100.00,,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,60,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,35270.00,37030.00,38890.00,40830.00,42870.00,45010.00,47270.00,,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,59,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,31480.00,33050.00,34710.00,36440.00,38260.00,40180.00,42180.00,,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,61,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,30090.00,27980.00,30460.00,39530.00,49550.00,54720.00,60440.00,,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,60,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,23500.00,23860.00,31300.00,39510.00,43640.00,48200.00,53230.00,,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##+,61,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,22160.00,27650.00,35200.00,38880.00,42940.00,47420.00,52380.00,Capital gains exclusion on home sales,,,,,,,,,,,,,,,,,
##,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Passive loss real estate exemption.&mdash;The baseline tax system accepts current law's general rule limiting taxpayers' ability to deduct losses from passive activities against nonpassive income (e.g., wages, interest, and dividends). Passive activities generally are defined as those in which the taxpayer does not materially participate and there are numerous additional considerations brought to bear on the determination of which activities are passive for a given taxpayer. Losses are limited in an attempt to limit tax sheltering activities. Passive losses that are unused may be carried forward and applied against future passive income. </p><p>In contrast to the general restrictions on passive losses, the Tax Code exempts owners of rental real estate activities from ""passive income'' limitations. The exemption is limited to $25,000 in losses and phases out for taxpayers with income between $100,000 and $150,000. </p>"
##+,45,Treasury,2000,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4215.00,4000.00,3785.00,3575.00,3375.00,,,,,,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,46,Treasury,2001,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,5035.00,4790.00,4555.00,4330.00,4100.00,3885.00,,,,,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,47,Treasury,2002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4720.00,4450.00,4220.00,4000.00,3790.00,3600.00,3410.00,,,,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,45,Treasury,2003,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,4800.00,4400.00,4070.00,3780.00,3530.00,3290.00,3090.00,,,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,45,Treasury,2004,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5690.00,5270.00,4920.00,4600.00,4290.00,4020.00,3790.00,,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,45,Treasury,2005,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5710.00,4570.00,4390.00,4210.00,4020.00,3840.00,3660.00,,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,49,Treasury,2006,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,5030.00,4900.00,4750.00,4580.00,4410.00,4240.00,4080.00,,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,65,Treasury,2007,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,6470.00,6370.00,6230.00,6060.00,5880.00,5700.00,5510.00,,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,62,Treasury,2008,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,6590.00,7150.00,7520.00,7790.00,7990.00,8150.00,8300.00,,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,61,Treasury,2009,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,7840.00,8430.00,8840.00,9160.00,9580.00,10090.00,10240.00,,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,63,Treasury,2010,,,,,,,,,,,,,,,,,,,,,,,,,,8430.00,8840.00,9160.00,9580.00,10090.00,10240.00,10620.00,,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,62,Treasury,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.00,5910.00,7330.00,8510.00,9670.00,11120.00,13010.00,,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##+,63,Treasury,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,8790.00,10860.00,13110.00,14830.00,16730.00,18880.00,20200.00,"Exception from passive loss rules for $25,000 of rental loss",,,,,,,,,,,,,,,,,
##,Credit for low-income housing investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Low-income housing credit.&mdash;The baseline tax system would uniformly tax all returns to investments and not allow credits for particular activities, investments, or industries. However, under current law taxpayers who invest in certain low-income housing are eligible for a tax credit. The credit rate is set so that the present value of the credit is equal to 70 percent for new construction and 30 percent for (1) housing receiving other Federal benefits (such as tax-exempt bond financing), or (2) substantially rehabilitated existing housing. The credit can exceed these levels in certain statutorily defined and State designated areas where project development costs are higher. The credit is allowed in equal amounts over 10 years and is generally subject to a volume cap. </p>"
##+,46,Treasury,2000,2500.00,2615.00,2655.00,2715.00,2710.00,,,,,,,,,,,,,835.00,870.00,885.00,905.00,905.00,,,,,,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,47,Treasury,2001,2290.00,2395.00,2475.00,2555.00,2615.00,2655.00,,,,,,,,,,,,765.00,800.00,825.00,850.00,870.00,885.00,,,,,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,48,Treasury,2002,2410.00,2490.00,2600.00,2710.00,2850.00,2960.00,3070.00,,,,,,,,,,,800.00,820.00,860.00,890.00,940.00,980.00,1010.00,,,,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,46,Treasury,2003,,2420.00,2500.00,2600.00,2730.00,2860.00,2990.00,3100.00,,,,,,,,,,,800.00,830.00,860.00,900.00,950.00,990.00,1030.00,,,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,46,Treasury,2004,,,2630.00,2760.00,2910.00,3060.00,3190.00,3330.00,3490.00,,,,,,,,,,,660.00,690.00,730.00,760.00,800.00,830.00,870.00,,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,46,Treasury,2005,,,,3450.00,3640.00,3810.00,3990.00,4150.00,4350.00,4560.00,,,,,,,,,,,2760.00,2910.00,3050.00,3190.00,3320.00,3480.00,3650.00,,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,50,Treasury,2006,,,,,2930.00,3080.00,3210.00,3350.00,3510.00,3690.00,3880.00,,,,,,,,,,,730.00,770.00,800.00,840.00,880.00,920.00,970.00,,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,66,Treasury,2007,,,,,,3300.00,3450.00,3610.00,3790.00,4000.00,4210.00,4440.00,,,,,,,,,,,580.00,610.00,640.00,670.00,710.00,740.00,780.00,,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,63,Treasury,2008,,,,,,,3980.00,4200.00,4440.00,4730.00,5010.00,5280.00,5550.00,,,,,,,,,,,440.00,460.00,500.00,520.00,560.00,590.00,620.00,,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,62,Treasury,2009,,,,,,,,4660.00,4980.00,5360.00,5720.00,6040.00,6330.00,6590.00,,,,,,,,,,,370.00,400.00,420.00,460.00,480.00,510.00,530.00,,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,64,Treasury,2010,,,,,,,,,2960.00,3480.00,4050.00,4620.00,5210.00,5800.00,6390.00,,,,,,,,,,,250.00,270.00,290.00,300.00,310.00,330.00,340.00,,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,63,Treasury,2011,,,,,,,,,,3610.00,5400.00,5860.00,6330.00,7160.00,7510.00,7630.00,,,,,,,,,,,190.00,280.00,310.00,330.00,380.00,400.00,400.00,,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
##+,64,Treasury,2012,,,,,,,,,,,5370.00,5690.00,5980.00,6770.00,7060.00,7200.00,7260.00,,,,,,,,,,,280.00,300.00,310.00,360.00,370.00,380.00,380.00,Credit for low-income housing investments,,,,,,,,,,,,,,,,,
