Indent,Budget Function,Subsidyscope Title,Title as Appears in Budget,Source,Report Year,2000 Total,2001 Total,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,2000 Corp,2001 Corp,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2000 Indv,2001 Indv,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortization of geological and geophysical expenditures associated with oil and gas exploration,JCT,2011,,,,,,,,,,0,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortization of geological and geophysical expenditures associated with oil and gas exploration,JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2007,,,,,,0.00,40.00,150.00,180.00,140.00,100.00,60.00,,,,,,,,,,,0.00,30.00,120.00,140.00,110.00,80.00,50.00,,,,,,,,,,,0.00,10.00,30.00,40.00,30.00,20.00,10.00,,,,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2008,,,,,,,10.00,60.00,90.00,70.00,40.00,10.00,10.00,,,,,,,,,,,10.00,50.00,70.00,60.00,30.00,10.00,10.00,,,,,,,,,,,0.00,10.00,20.00,10.00,10.00,0.00,0.00,,,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2009,,,,,,,,50.00,40.00,30.00,10.00,10.00,10.00,10.00,,,,,,,,,,,40.00,30.00,20.00,10.00,10.00,10.00,10.00,,,,,,,,,,,10.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2010,,,,,,,,,20.00,90.00,130.00,120.00,90.00,60.00,40.00,,,,,,,,,,,20.00,70.00,100.00,100.00,70.00,50.00,30.00,,,,,,,,,,,0.00,20.00,30.00,20.00,20.00,10.00,10.00,,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2011,,,,,,,,,,40.00,150.00,240.00,240.00,190.00,140.00,90.00,,,,,,,,,,,30.00,120.00,190.00,190.00,150.00,110.00,70.00,,,,,,,,,,,10.00,30.00,50.00,50.00,40.00,30.00,20.00,,
*,Energy,Amortize all geological and geophysical expenditures over 2 years,Amortize all geological and geophysical expenditures over 2 years,Treasury,2012,,,,,,,,,,,150.00,110.00,90.00,60.00,40.00,30.00,30.00,,,,,,,,,,,120.00,90.00,70.00,50.00,30.00,20.00,20.00,,,,,,,,,,,30.00,20.00,20.00,10.00,10.00,10.00,10.00,
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Tax credit for biodiesel fuels ,JCT,2008,,,,,,,0.00,100.00,100.00,0.00,0.00,,,,,,,,,,,,,<50,100.00,100.00,<50,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,"In addition, the credit from excise tax for biodiesel results in a reduction in excise tax reciepts, net of income tax effect, of less than  $50 million in each of the fiscal years 2006 through 2010. "
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Tax credits for biodiesel fuels ,JCT,2009,,,,,,,,100.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,<50,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,"In addition, the credit from excise tax for biodiesel results in a reduction in excise tax reciepts, net of income tax effect, of less than  $50 million in each of the fiscal years 2007 through 2011. "
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Bio-Diesel and small agri-biodiesel producer tax credits,Treasury,2009,,,,,,,,180.00,200.00,30.00,20.00,10.00,10.00,10.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,180.00,200.00,30.00,20.00,10.00,10.00,10.00,,,,
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Bio-Diesel and small agri-biodiesel producer tax credits ,Treasury,2010,,,,,,,,,40.00,30.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,30.00,20.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,0.00,0.00,0.00,0.00,0.00,,,"In addition, the bio-diesel producer tax credit results in a reduction in excise tax receipts (in millions of dollars) as follows: 2008 $940; 2009 $780; 2010 $70; 2011 $60; 2012 $40; 2013 $40; 2014 $10."
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Bio-Diesel and small agri-biodiesel producer tax credits   ,Treasury,2011,,,,,,,,,,30.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,"In addition, the biodiesel producer tax credit results in a reduction in excise tax receipts (in millions of dollars) as follows:  2009 $810; 2010 $200; 2011 $0; 2012 $0; 2013 $0; 2014 $0; 2015 $0."
*,Energy,Bio-Diesel and small agri-biodiesel producer tax credits,Bio-Diesel and small agri-biodiesel producer tax credits   ,Treasury,2012,,,,,,,,,,,20.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"In addition, the biodiesel producer tax credit results in a reduction in excise tax receipts (in millions of dollars) as follows: 2010 $490 ; 2011 $0; 2012 $0; 2013 $0; 2014 $0; 2015 $0; 2016 $0."
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2001,65.00,70.00,70.00,75.00,80.00,85.00,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,65.00,70.00,70.00,75.00,80.00,85.00,,,,,,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2002,70.00,70.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,70.00,80.00,80.00,80.00,90.00,90.00,,,,,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2003,,100.00,100.00,110.00,120.00,120.00,130.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,100.00,100.00,110.00,120.00,120.00,130.00,140.00,,,,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2004,,,100.00,110.00,110.00,120.00,120.00,130.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,100.00,110.00,110.00,120.00,120.00,130.00,140.00,,,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2005,,,,100.00,110.00,120.00,120.00,130.00,130.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,100.00,110.00,120.00,120.00,130.00,130.00,140.00,,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2006,,,,,70.00,70.00,80.00,80.00,100.00,70.00,60.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,70.00,80.00,80.00,100.00,70.00,60.00,,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2007,,,,,,90.00,90.00,90.00,100.00,70.00,60.00,80.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,90.00,90.00,90.00,100.00,70.00,60.00,80.00,,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2008,,,,,,,160.00,170.00,170.00,170.00,190.00,180.00,130.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,160.00,170.00,170.00,170.00,190.00,180.00,130.00,,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2009,,,,,,,,180.00,190.00,190.00,200.00,190.00,140.00,150.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,180.00,190.00,190.00,200.00,190.00,140.00,150.00,,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2010,,,,,,,,,110.00,110.00,140.00,110.00,110.00,130.00,140.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,110.00,110.00,140.00,110.00,110.00,130.00,140.00,,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2011,,,,,,,,,,70.00,60.00,60.00,60.00,70.00,80.00,100.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,70.00,60.00,60.00,60.00,70.00,80.00,100.00,,
*,Energy,Capital gains treatment of royalties on coal,Capital gains treatment of royalties on coal,Treasury,2012,,,,,,,,,,,50.00,50.00,50.00,60.00,60.00,80.00,90.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,50.00,50.00,50.00,60.00,60.00,80.00,90.00,
*,Energy,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Treasury,2007,,,,,,0.00,80.00,130.00,50.00,-10.00,-10.00,-10.00,,,,,,,,,,,0.00,60.00,100.00,40.00,-10.00,-10.00,-10.00,,,,,,,,,,,0.00,20.00,30.00,10.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Treasury,2008,,,,,,,80.00,90.00,130.00,50.00,-10.00,-10.00,-10.00,,,,,,,,,,,60.00,70.00,100.00,40.00,-10.00,-10.00,-10.00,,,,,,,,,,,20.00,20.00,30.00,10.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Credit for business installation of qualified fuel cells and stationary microturbine power plants,Treasury,2009,,,,,,,,80.00,130.00,50.00,-10.00,-10.00,-10.00,-10.00,,,,,,,,,,,20.00,30.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,60.00,100.00,40.00,-10.00,-10.00,-10.00,-10.00,,,,
*,Energy,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle,JCT,2011,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Energy,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle,Credit for certain alternative motor vehicles that do not meet existing criteria of a qualified plug-in electric drive motor vehicle,JCT,2012,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,
*,Energy,Credit for construction of new energy efficient homes,New energy efficient home credit,JCT,2010,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for construction of new energy efficient homes,New energy efficient home credit,JCT,2011,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Credit for construction of new energy efficient homes,New energy efficient home credit,JCT,2012,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2007,,,,,,0.00,10.00,20.00,10.00,10.00,0.00,0.00,,,,,,,,,,,0.00,10.00,20.00,10.00,10.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2008,,,,,,,10.00,20.00,30.00,20.00,10.00,0.00,0.00,,,,,,,,,,,10.00,20.00,20.00,20.00,10.00,0.00,0.00,,,,,,,,,,,0.00,0.00,10.00,0.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2009,,,,,,,,20.00,30.00,20.00,10.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,20.00,10.00,0.00,0.00,0.00,,,,,,,,,,,0.00,10.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2010,,,,,,,,,30.00,20.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,20.00,20.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2011,,,,,,,,,,30.00,20.00,20.00,20.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,10.00,0.00,0.00,0.00,,,,,,,,,,,20.00,10.00,10.00,10.00,0.00,0.00,0.00,,
*,Energy,Credit for construction of new energy efficient homes,Credit for construction of new energy efficient homes,Treasury,2012,,,,,,,,,,,20.00,20.00,20.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,,,10.00,10.00,10.00,0.00,0.00,0.00,0.00,
*,Energy,Credit for energy efficiency improvements to existing homes,Tax credit for the purchase of qualified energy efficiency improvements to existing homes,JCT,2008,,,,,,,100.00,300.00,200.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,300.00,200.00,0.00,0.00,,,,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Tax credit for the purchase of qualified energy efficiency improvements to existing homes,JCT,2009,,,,,,,,300.00,200.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,200.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,JCT,2010,,,,,,,,,800.00,300.00,1000.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,800.00,300.00,1000.00,0.00,0.00,,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,JCT,2011,,,,,,,,,,300.00,1700.00,1200.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,300.00,1700.00,1200.00,0.00,0.00,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,JCT,2012,,,,,,,,,,,1700.00,1200.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1700.00,1200.00,0.00,0.00,0.00,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2007,,,,,,0.00,220.00,380.00,150.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,220.00,380.00,150.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2008,,,,,,,230.00,380.00,150.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,230.00,380.00,150.00,0.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2009,,,,,,,,380.00,150.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,380.00,150.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2010,,,,,,,,,230.00,380.00,150.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,230.00,380.00,150.00,0.00,0.00,0.00,0.00,,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2011,,,,,,,,,,570.00,1950.00,1460.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,570.00,1950.00,1460.00,0.00,0.00,0.00,0.00,,
*,Energy,Credit for energy efficiency improvements to existing homes,Credit for energy efficiency improvements to existing homes,Treasury,2012,,,,,,,,,,,3190.00,5530.00,2270.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,3190.00,5530.00,2270.00,0.00,0.00,0.00,0.00,
*,Energy,Credit for energy efficient appliances,Tax credit for the production of energy-efficient appliances,JCT,2008,,,,,,,100.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,
*,Energy,Credit for energy efficient appliances,Tax credit for the production of energy-efficient appliances,JCT,2009,,,,,,,,100.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,100.00,<50,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for energy efficient appliances,Credit for the production of energy-efficient appliances,JCT,2010,,,,,,,,,100.00,100.00,100.00,0.00,0.00,,,,,,,,,,,,,100.00,100.00,100.00,<50,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for energy efficient appliances,Credit for the production of energy-efficient appliances,JCT,2011,,,,,,,,,,100.00,200.00,100.00,0.00,0.00,,,,,,,,,,,,,100.00,200.00,100.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Credit for energy efficient appliances,Credit for the production of energy-efficient appliances,JCT,2012,,,,,,,,,,,200.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,200.00,100.00,0.00,0.00,0.00,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2007,,,,,,0.00,120.00,80.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,120.00,80.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2008,,,,,,,120.00,80.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,120.00,80.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2009,,,,,,,,80.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,80.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2010,,,,,,,,,120.00,130.00,130.00,50.00,0.00,0.00,0.00,,,,,,,,,,,120.00,130.00,130.00,50.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2011,,,,,,,,,,130.00,130.00,50.00,0.00,0.00,0.00,0.00,,,,,,,,,,,130.00,130.00,50.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
*,Energy,Credit for energy efficient appliances,Credit for energy efficient appliances,Treasury,2012,,,,,,,,,,,150.00,60.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,150.00,60.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
*,Energy,Credit for holding clean renewable energy bonds,Tax credit for holders of clean renewable energy bonds,JCT,2008,,,,,,,0,0,0,0,0,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,
*,Energy,Credit for holding clean renewable energy bonds,Tax credit for holders of clean renewable energy bonds,JCT,2009,,,,,,,,0,0,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holders of clean renewable energy bonds,JCT,2010,,,,,,,,,0,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holders of clean renewable energy bonds,JCT,2011,,,,,,,,,,0,100.00,100.00,100.00,200.00,,,,,,,,,,,,,<50,100.00,100.00,100.00,200.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holders of clean renewable energy bonds (sections 54 and 54C),JCT,2012,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,,,,,,,,,,,<50,<50,<50,<50,<50,,,,,,,,,,,,,100.00,100.00,100.00,100.00,100.00,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holding clean renewable energy bonds,Treasury,2007,,,,,,0.00,0.00,10.00,30.00,40.00,50.00,50.00,,,,,,,,,,,0.00,0.00,10.00,30.00,40.00,50.00,50.00,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holding clean renewable energy bonds,Treasury,2008,,,,,,,20.00,60.00,80.00,100.00,100.00,100.00,100.00,,,,,,,,,,,10.00,30.00,40.00,50.00,50.00,50.00,50.00,,,,,,,,,,,10.00,30.00,40.00,50.00,50.00,50.00,50.00,,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holding clean renewable energy bonds,Treasury,2009,,,,,,,,20.00,40.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,10.00,10.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,10.00,30.00,50.00,50.00,50.00,50.00,50.00,,,,
*,Energy,Credit for holding clean renewable energy bonds,Credit for holding clean renewable energy bonds,Treasury,2010,,,,,,,,,40.00,70.00,70.00,70.00,70.00,70.00,70.00,,,,,,,,,,,10.00,20.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,30.00,50.00,50.00,50.00,50.00,50.00,50.00,,,
