County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
Dutchess County,New York,36,27,3577924000,1233139000,0.3447,91,38,0.4176,3657,1526,0.4173
Erie County,New York,36,29,31355638000,11509650000,0.3671,262,118,0.4504,8188,3415,0.4171
Essex County,New York,36,31,455354000,0,0,19,0,0,416,154,0.3714
Franklin County,New York,36,33,437671000,54445000,0.1244,18,2,0.1111,230,45,0.1998
Fulton County,New York,36,35,649585000,103990000,0.1601,15,3,0.2,535,182,0.3403
Genesee County,New York,36,37,1113449000,787340000,0.7071,20,12,0.6,614,311,0.5074
Greene County,New York,36,39,860795000,173783000,0.2019,25,4,0.16,579,190,0.3284
Hamilton County,New York,36,41,58754000,0,0,3,0,0,78,28,0.3611
Herkimer County,New York,36,43,564049000,286345000,0.5077,19,9,0.4737,400,98,0.2455
Jefferson County,New York,36,45,1357374000,222823000,0.1642,37,8,0.2162,793,227,0.2864
Kings County,New York,36,47,28873171000,15428498000,0.5344,293,145,0.4949,15704,8175,0.5206
Lewis County,New York,36,49,248008000,86134000,0.3473,9,2,0.2222,128,22,0.1788
Livingston County,New York,36,51,649360000,309772000,0.477,19,8,0.4211,535,197,0.3685
Madison County,New York,36,53,811371000,411515000,0.5072,20,11,0.55,611,198,0.3255
Monroe County,New York,36,55,9168355000,4247736000,0.4633,185,86,0.4649,6875,2605,0.379
Montgomery County,New York,36,57,737311000,178051000,0.2415,19,6,0.3158,465,179,0.3853
Nassau County,New York,36,59,47315675000,26378801000,0.5575,458,270,0.5895,16929,8579,0.5068
New York County,New York,36,61,4.16854E+11,3.22257E+11,0.7731,647,395,0.6105,13498,8989,0.666
Niagara County,New York,36,63,3182974000,821319000,0.258,46,18,0.3913,2139,980,0.4585
Oneida County,New York,36,65,3159997000,902346000,0.2856,66,22,0.3333,1726,510,0.296
Onondaga County,New York,36,67,7339282000,4828939000,0.658,139,89,0.6403,4330,1522,0.3517
Ontario County,New York,36,69,1428224000,370729000,0.2596,34,11,0.3235,1027,320,0.3125
Orange County,New York,36,71,5220688000,2219585000,0.4252,128,52,0.4062,5078,2390,0.4708
Orleans County,New York,36,73,316568000,48412000,0.1529,12,3,0.25,417,189,0.4538
Oswego County,New York,36,75,1004233000,323965000,0.3226,31,12,0.3871,900,291,0.3242
Otsego County,New York,36,77,1010882000,217129000,0.2148,29,4,0.1379,598,233,0.3901
Putnam County,New York,36,79,4412825000,320354000,0.0726,28,6,0.2143,1588,890,0.5605
Queens County,New York,36,81,38803126000,20020576000,0.516,395,199,0.5038,19766,10195,0.5158
Rensselaer County,New York,36,83,2436682000,512134000,0.2102,50,16,0.32,1552,542,0.3496
Richmond County,New York,36,85,8343838000,2371890000,0.2843,94,20,0.2128,5738,2816,0.4909
Rockland County,New York,36,87,6796388000,3754229000,0.5524,101,57,0.5644,3011,1417,0.4708
Saratoga County,New York,36,91,2954714000,445783000,0.1509,85,11,0.1294,2440,793,0.3252
Schenectady County,New York,36,93,2196908000,537434000,0.2446,49,13,0.2653,1552,498,0.3209
Schoharie County,New York,36,95,376560000,56694000,0.1506,12,2,0.1667,351,137,0.3926
Schuyler County,New York,36,97,151898000,0,0,5,0,0,117,27,0.2321
Seneca County,New York,36,99,409124000,118906000,0.2906,15,5,0.3333,306,102,0.3355
St. Lawrence County,New York,36,89,1117013000,144917000,0.1297,40,6,0.15,296,47,0.1593
Steuben County,New York,36,101,783576000,354230000,0.4521,29,13,0.4483,739,243,0.3298
Suffolk County,New York,36,103,33516523000,19975488000,0.596,405,211,0.521,21383,9831,0.4598
Sullivan County,New York,36,105,1094520000,466690000,0.4264,39,22,0.5641,1108,572,0.5166
Tioga County,New York,36,107,413180000,57824000,0.1399,16,2,0.125,358,91,0.2563
Tompkins County,New York,36,109,1441631000,281570000,0.1953,35,11,0.3143,434,81,0.1885
Ulster County,New York,36,111,2287633000,910295000,0.3979,66,31,0.4697,1797,617,0.3437
Warren County,New York,36,113,1282587000,119702000,0.0933,29,3,0.1034,787,260,0.331
Washington County,New York,36,115,605071000,0,0,18,0,0,584,178,0.3048
Wayne County,New York,36,117,740629000,164306000,0.2218,22,7,0.3182,829,265,0.3208
Westchester County,New York,36,119,36836238000,22505676000,0.611,354,195,0.5508,11647,6672,0.5729
Wyoming County,New York,36,121,594125000,330153000,0.5557,16,10,0.625,401,187,0.4679
Yates County,New York,36,123,265276000,120383000,0.4538,6,2,0.3333,258,95,0.3702
Alamance County,North Carolina,37,1,2490863000,1122772000,0.4508,50,22,0.44,2578,1577,0.6121
Alexander County,North Carolina,37,3,350298000,149501000,0.4268,10,4,0.4,516,295,0.5733
Alleghany County,North Carolina,37,5,218752000,141235000,0.6456,6,3,0.5,206,136,0.6645
Anson County,North Carolina,37,7,267198000,210007000,0.786,8,5,0.625,296,191,0.6477
Ashe County,North Carolina,37,9,558582000,250157000,0.4478,13,6,0.4615,374,171,0.4595
Avery County,North Carolina,37,11,239153000,125622000,0.5253,9,5,0.5556,438,266,0.6075
Beaufort County,North Carolina,37,13,691943000,122795000,0.1775,16,2,0.125,601,313,0.5217
Bertie County,North Carolina,37,15,156173000,0,0,7,0,0,131,56,0.4281
Bladen County,North Carolina,37,17,242545000,76712000,0.3163,8,3,0.375,254,121,0.4783
Brunswick County,North Carolina,37,19,1543625000,895369000,0.58,49,18,0.3673,3821,2280,0.5968
Buncombe County,North Carolina,37,21,3913609000,1344362000,0.3435,88,35,0.3977,4646,2330,0.5016
Burke County,North Carolina,37,23,781076000,321217000,0.4112,19,7,0.3684,1322,755,0.5713
Cabarrus County,North Carolina,37,25,1904388000,1118319000,0.5872,40,28,0.7,4778,2863,0.5994
Caldwell County,North Carolina,37,27,833436000,151038000,0.1812,22,4,0.1818,1122,569,0.5079
Camden County,North Carolina,37,29,29403000,29403000,1,1,1,1,316,192,0.61
Carteret County,North Carolina,37,31,977791000,361734000,0.37,26,10,0.3846,1806,984,0.545
Caswell County,North Carolina,37,33,56488000,0,0,2,0,0,248,131,0.5288
Catawba County,North Carolina,37,35,2589052000,1629587000,0.6294,55,33,0.6,3090,1933,0.6258
Chatham County,North Carolina,37,37,542582000,325076000,0.5991,19,10,0.5263,1188,704,0.5931
Cherokee County,North Carolina,37,39,489391000,242191000,0.4949,13,5,0.3846,684,445,0.652
Chowan County,North Carolina,37,41,212808000,87814000,0.4126,7,3,0.4286,248,142,0.5741
Clay County,North Carolina,37,43,157579000,83843000,0.5321,3,1,0.3333,266,159,0.5978
Cleveland County,North Carolina,37,45,1238702000,450498000,0.3637,32,12,0.375,1233,603,0.4895
Columbus County,North Carolina,37,47,755309000,328587000,0.435,18,8,0.4444,610,328,0.5379
Craven County,North Carolina,37,49,1176186000,586020000,0.4982,22,8,0.3636,2270,1357,0.5978
Cumberland County,North Carolina,37,51,2514249000,1087900000,0.4327,66,20,0.303,5563,3052,0.5488
Currituck County,North Carolina,37,53,155199000,129112000,0.8319,7,4,0.5714,970,621,0.6411
Dare County,North Carolina,37,55,921847000,272783000,0.2959,31,12,0.3871,1739,1176,0.6767
Davidson County,North Carolina,37,57,2105568000,1690424000,0.8028,40,29,0.725,3345,2229,0.6665
Davie County,North Carolina,37,59,526305000,279516000,0.5311,11,7,0.6364,787,462,0.5873
Duplin County,North Carolina,37,61,462068000,262705000,0.5685,16,9,0.5625,517,297,0.5751
Durham County,North Carolina,37,63,4154352000,1728407000,0.416,71,36,0.507,5889,3540,0.6012
Edgecombe County,North Carolina,37,65,337279000,127313000,0.3775,14,1,0.0714,411,190,0.4623
Forsyth County,North Carolina,37,67,14416803000,10874468000,0.7543,108,56,0.5185,7309,4455,0.6096
Franklin County,North Carolina,37,69,341394000,102935000,0.3015,9,2,0.2222,1106,617,0.558
Gaston County,North Carolina,37,71,2288104000,1056529000,0.4617,58,29,0.5,4353,2620,0.602
Gates County,North Carolina,37,73,92166000,0,0,3,0,0,220,130,0.593
Graham County,North Carolina,37,75,120868000,93266000,0.7716,2,1,0.5,125,71,0.5708
Granville County,North Carolina,37,77,505934000,327962000,0.6482,11,6,0.5455,847,487,0.5758
Greene County,North Carolina,37,79,98406000,0,0,2,0,0,158,94,0.5962
Guilford County,North Carolina,37,81,7842683000,4402819000,0.5614,141,79,0.5603,10719,6822,0.6365
Halifax County,North Carolina,37,83,591016000,194370000,0.3289,22,7,0.3182,594,328,0.5526
Harnett County,North Carolina,37,85,937553000,420734000,0.4488,30,11,0.3667,1678,882,0.5262
Haywood County,North Carolina,37,87,766656000,342026000,0.4461,16,7,0.4375,1139,548,0.4814
Henderson County,North Carolina,37,89,1792606000,905215000,0.505,33,16,0.4848,2352,1313,0.5583
Hertford County,North Carolina,37,91,276707000,0,0,6,0,0,143,45,0.3199
Hoke County,North Carolina,37,93,117989000,58217000,0.4934,4,1,0.25,856,463,0.5418
Hyde County,North Carolina,37,95,188089000,188089000,1,4,4,1,96,66,0.6957
Iredell County,North Carolina,37,97,2005251000,1210804000,0.6038,55,31,0.5636,3930,2332,0.5936
Jackson County,North Carolina,37,99,451181000,165479000,0.3668,14,7,0.5,646,334,0.5172
Johnston County,North Carolina,37,101,1392349000,256817000,0.1844,41,9,0.2195,3620,1979,0.5467
Jones County,North Carolina,37,103,65983000,30088000,0.456,3,1,0.3333,155,96,0.62
Lee County,North Carolina,37,105,807668000,534736000,0.6621,22,12,0.5455,1124,740,0.6589
Lenoir County,North Carolina,37,107,729087000,288197000,0.3953,19,7,0.3684,585,313,0.5352
Lincoln County,North Carolina,37,109,802470000,520110000,0.6481,24,16,0.6667,1569,935,0.5961
Macon County,North Carolina,37,113,845783000,148559000,0.1756,17,4,0.2353,666,296,0.4452
Madison County,North Carolina,37,115,173870000,9246000,0.0532,5,1,0.2,313,166,0.5305
Martin County,North Carolina,37,117,305288000,130668000,0.428,9,2,0.2222,292,195,0.6697
McDowell County,North Carolina,37,111,350001000,186197000,0.532,9,6,0.6667,645,369,0.5723
Mecklenburg County,North Carolina,37,119,1.00888E+11,24473060000,0.2426,232,120,0.5172,28814,17723,0.6151
Mitchell County,North Carolina,37,121,227138000,143928000,0.6337,7,4,0.5714,274,176,0.6432
Montgomery County,North Carolina,37,123,304827000,164356000,0.5392,14,7,0.5,320,172,0.5405
Moore County,North Carolina,37,125,1500608000,1057017000,0.7044,39,26,0.6667,2148,1437,0.669
Nash County,North Carolina,37,127,1507721000,93653000,0.0621,36,2,0.0556,1193,580,0.4867
New Hanover County,North Carolina,37,129,3958712000,1758080000,0.4441,80,38,0.475,5892,3573,0.6065
Northampton County,North Carolina,37,131,108226000,11392000,0.1053,6,1,0.1667,201,104,0.518
Onslow County,North Carolina,37,133,941257000,267885000,0.2846,26,7,0.2692,3314,1639,0.4948
Orange County,North Carolina,37,135,1755369000,1198127000,0.6825,34,21,0.6176,2368,1446,0.6108
Pamlico County,North Carolina,37,137,127337000,0,0,4,0,0,219,121,0.553
Pasquotank County,North Carolina,37,139,989861000,91035000,0.092,14,1,0.0714,1020,621,0.6093
Pender County,North Carolina,37,141,349618000,150541000,0.4306,10,4,0.4,1370,840,0.6132
Perquimans County,North Carolina,37,143,94016000,21518000,0.2289,3,1,0.3333,306,194,0.6362
Person County,North Carolina,37,145,439512000,168520000,0.3834,8,3,0.375,542,288,0.5319
Pitt County,North Carolina,37,147,1673331000,639253000,0.382,48,18,0.375,3019,1795,0.5946
Polk County,North Carolina,37,149,383364000,190506000,0.4969,11,5,0.4545,391,246,0.6296
Randolph County,North Carolina,37,151,1669455000,847094000,0.5074,45,22,0.4889,2146,1307,0.6091
Richmond County,North Carolina,37,153,458814000,274676000,0.5987,15,8,0.5333,428,239,0.5595
Robeson County,North Carolina,37,155,971461000,575264000,0.5922,33,12,0.3636,830,429,0.5171
Rockingham County,North Carolina,37,157,1133500000,598235000,0.5278,32,12,0.375,1424,858,0.6031
Rowan County,North Carolina,37,159,1475886000,867685000,0.5879,37,24,0.6486,2594,1620,0.6248
Rutherford County,North Carolina,37,161,754454000,407597000,0.5403,22,11,0.5,1125,680,0.6052
Sampson County,North Carolina,37,163,457388000,148924000,0.3256,17,4,0.2353,539,288,0.5353
Scotland County,North Carolina,37,165,320995000,146882000,0.4576,9,5,0.5556,351,221,0.6302
Stanly County,North Carolina,37,167,900659000,427837000,0.475,21,13,0.619,680,371,0.5466
Stokes County,North Carolina,37,169,312975000,200691000,0.6412,11,7,0.6364,735,442,0.6025
Surry County,North Carolina,37,171,1228235000,715894000,0.5829,29,17,0.5862,1031,627,0.6083
Swain County,North Carolina,37,173,277052000,77458000,0.2796,5,2,0.4,212,123,0.584
Transylvania County,North Carolina,37,175,552194000,153590000,0.2781,12,5,0.4167,592,318,0.5372
Tyrrell County,North Carolina,37,177,51280000,51280000,1,2,2,1,50,27,0.5556
Union County,North Carolina,37,179,1604284000,927229000,0.578,40,21,0.525,5944,3418,0.5752
Vance County,North Carolina,37,181,394089000,216505000,0.5494,9,3,0.3333,424,240,0.5676
Wake County,North Carolina,37,183,14819447000,4877543000,0.3291,241,103,0.4274,23256,13369,0.5749
Warren County,North Carolina,37,185,103536000,54554000,0.5269,5,3,0.6,219,131,0.6
Washington County,North Carolina,37,187,132624000,63962000,0.4823,6,2,0.3333,139,80,0.5768
Watauga County,North Carolina,37,189,856711000,399091000,0.4658,21,10,0.4762,1069,601,0.5626
Wayne County,North Carolina,37,191,1199787000,507716000,0.4232,35,11,0.3143,1900,1190,0.6264
Wilkes County,North Carolina,37,193,759913000,400503000,0.527,19,10,0.5263,841,464,0.5522
Wilson County,North Carolina,37,195,1012758000,427862000,0.4225,23,8,0.3478,1349,886,0.6568
Yadkin County,North Carolina,37,197,467648000,376241000,0.8045,11,8,0.7273,499,307,0.6168
Yancey County,North Carolina,37,199,275920000,105775000,0.3834,5,2,0.4,345,213,0.6183
Adams County,North Dakota,38,1,66730000,0,0,3,0,0,4,0,0.0741
Barnes County,North Dakota,38,3,259264000,86733000,0.3345,7,3,0.4286,104,44,0.4298
Benson County,North Dakota,38,5,42739000,0,0,5,0,0,12,3,0.3243
Billings County,North Dakota,38,7,6832000,0,0,1,0,0,4,2,0.5
Bottineau County,North Dakota,38,9,189343000,0,0,10,0,0,55,32,0.5978
Bowman County,North Dakota,38,11,172041000,44129000,0.2565,6,2,0.3333,32,18,0.5926
Burke County,North Dakota,38,13,69786000,0,0,4,0,0,5,1,0.2273
Burleigh County,North Dakota,38,15,1596915000,776164000,0.486,36,14,0.3889,1125,416,0.3703
Cass County,North Dakota,38,17,3564385000,1930673000,0.5417,72,20,0.2778,2452,1138,0.4644
Cavalier County,North Dakota,38,19,215816000,15819000,0.0733,5,1,0.2,21,8,0.3962
Dickey County,North Dakota,38,21,103621000,11341000,0.1094,4,1,0.25,19,3,0.1652
Divide County,North Dakota,38,23,94574000,24201000,0.2559,4,1,0.25,7,5,0.7778
Dunn County,North Dakota,38,25,55200000,0,0,3,0,0,9,1,0.1765
Eddy County,North Dakota,38,27,24613000,0,0,1,0,0,12,9,0.75
Emmons County,North Dakota,38,29,117257000,40716000,0.3472,4,1,0.25,17,6,0.3864
Foster County,North Dakota,38,31,118881000,0,0,4,0,0,15,4,0.2941
Golden Valley County,North Dakota,38,33,58771000,0,0,3,0,0,6,2,0.375
Grand Forks County,North Dakota,38,35,1246283000,238171000,0.1911,33,5,0.1515,512,132,0.2596
Grant County,North Dakota,38,37,59588000,0,0,3,0,0,3,0,0.1034
Griggs County,North Dakota,38,39,82472000,0,0,8,0,0,18,9,0.5455
Hettinger County,North Dakota,38,41,67853000,0,0,3,0,0,8,3,0.381
Kidder County,North Dakota,38,43,82457000,0,0,2,0,0,13,4,0.3171
LaMoure County,North Dakota,38,45,96022000,0,0,6,0,0,19,9,0.5135
Logan County,North Dakota,38,47,65410000,0,0,3,0,0,8,2,0.3077
McHenry County,North Dakota,38,49,89120000,0,0,6,0,0,32,14,0.4571
McIntosh County,North Dakota,38,51,88455000,0,0,4,0,0,10,5,0.5556
McKenzie County,North Dakota,38,53,150784000,10796000,0.0716,4,1,0.25,11,2,0.2683
McLean County,North Dakota,38,55,171329000,18875000,0.1102,9,1,0.1111,74,35,0.4837
Mercer County,North Dakota,38,57,153151000,14692000,0.0959,8,1,0.125,67,42,0.6381
Morton County,North Dakota,38,59,429181000,89283000,0.208,11,1,0.0909,351,120,0.3438
Mountrail County,North Dakota,38,61,193810000,24917000,0.1286,6,1,0.1667,34,16,0.4857
Nelson County,North Dakota,38,63,138706000,0,0,6,0,0,16,9,0.5926
Oliver County,North Dakota,38,65,25771000,0,0,1,0,0,11,4,0.3667
Pembina County,North Dakota,38,67,285034000,410000,0.0014,11,1,0.0909,59,29,0.5
Pierce County,North Dakota,38,69,105508000,0,0,3,0,0,31,12,0.4189
Ramsey County,North Dakota,38,71,419393000,9652000,0.023,10,1,0.1,38,7,0.191
Ransom County,North Dakota,38,73,176716000,22292000,0.1261,7,1,0.1429,39,12,0.3145
Renville County,North Dakota,38,75,44068000,0,0,4,0,0,17,7,0.4359
Richland County,North Dakota,38,77,297047000,109355000,0.3681,13,3,0.2308,149,66,0.4448
Rolette County,North Dakota,38,79,140477000,0,0,6,0,0,27,7,0.2935
Sargent County,North Dakota,38,81,93149000,0,0,4,0,0,22,8,0.4074
Sheridan County,North Dakota,38,83,32625000,0,0,3,0,0,4,1,0.3333
Sioux County,North Dakota,38,85,0,0,0,0,0,0,1,0,0.1667
Slope County,North Dakota,38,87,0,0,0,0,0,0,0,0,0
Stark County,North Dakota,38,89,591495000,89241000,0.1509,16,3,0.1875,233,76,0.33
Steele County,North Dakota,38,91,64209000,0,0,3,0,0,8,2,0.3636
Stutsman County,North Dakota,38,93,465648000,132360000,0.2842,8,2,0.25,177,70,0.3969
Towner County,North Dakota,38,95,70968000,0,0,5,0,0,1,0,0.1667
Traill County,North Dakota,38,97,215562000,22913000,0.1063,11,1,0.0909,72,31,0.4417
Walsh County,North Dakota,38,99,378972000,77261000,0.2039,14,2,0.1429,77,37,0.4904
Ward County,North Dakota,38,101,1257636000,288029000,0.229,24,7,0.2917,674,262,0.3896
Wells County,North Dakota,38,103,158846000,0,0,8,0,0,16,4,0.3019
Williams County,North Dakota,38,105,612099000,41994000,0.0686,10,1,0.1,136,41,0.3016
Northern Islands Municipality,Northern Mariana Islands,69,85,0,0,0,0,0,0,0,0,0
Rota Municipality,Northern Mariana Islands,69,100,5190000,0,0,1,0,0,0,0,0
Saipan Municipality,Northern Mariana Islands,69,110,338114000,0,0,8,0,0,0,0,0
Tinian Municipality,Northern Mariana Islands,69,120,0,0,0,0,0,0,0,0,0
Adams County,Ohio,39,1,325959000,112409000,0.3449,12,3,0.25,272,160,0.5913
Allen County,Ohio,39,3,1704887000,1095336000,0.6425,37,19,0.5135,1336,624,0.4671
Ashland County,Ohio,39,5,561165000,280378000,0.4996,21,8,0.381,902,599,0.6642
Ashtabula County,Ohio,39,7,1023365000,663761000,0.6486,35,20,0.5714,1236,658,0.533
Athens County,Ohio,39,9,442096000,197249000,0.4462,26,10,0.3846,434,267,0.6165
Auglaize County,Ohio,39,11,665693000,289655000,0.4351,24,10,0.4167,596,299,0.5021
Belmont County,Ohio,39,13,1128517000,562705000,0.4986,38,16,0.4211,931,486,0.523
Brown County,Ohio,39,15,421306000,109273000,0.2594,18,6,0.3333,722,393,0.5453
Butler County,Ohio,39,17,3683321000,3094207000,0.8401,113,90,0.7965,6671,3847,0.5768
Carroll County,Ohio,39,19,222004000,119889000,0.54,10,4,0.4,422,202,0.4795
Champaign County,Ohio,39,21,477726000,121511000,0.2544,10,2,0.2,659,423,0.6429
Clark County,Ohio,39,23,1126238000,666523000,0.5918,28,15,0.5357,2719,1890,0.6952
Clermont County,Ohio,39,25,1707278000,1089690000,0.6383,64,40,0.625,3787,2216,0.5853
Clinton County,Ohio,39,27,518026000,105755000,0.2041,16,3,0.1875,651,354,0.5448
Columbiana County,Ohio,39,29,1349525000,511135000,0.3788,43,15,0.3488,1094,436,0.3991
Coshocton County,Ohio,39,31,398349000,90228000,0.2265,11,3,0.2727,353,200,0.5666
Crawford County,Ohio,39,33,550714000,122729000,0.2229,20,8,0.4,531,344,0.6484
Cuyahoga County,Ohio,39,35,52315183000,17999366000,0.3441,435,228,0.5241,15707,7911,0.5037
Darke County,Ohio,39,37,693148000,182688000,0.2636,20,5,0.25,605,336,0.5556
Defiance County,Ohio,39,39,741948000,134135000,0.1808,16,3,0.1875,535,304,0.5685
Delaware County,Ohio,39,41,1602261000,726337000,0.4533,58,29,0.5,3796,2237,0.5895
Erie County,Ohio,39,43,944182000,677210000,0.7172,27,16,0.5926,1334,817,0.6131
Fairfield County,Ohio,39,45,1541906000,715023000,0.4637,48,27,0.5625,2506,1466,0.585
Fayette County,Ohio,39,47,363403000,150433000,0.414,10,4,0.4,499,320,0.6422
Franklin County,Ohio,39,49,25980520000,20277434000,0.7805,342,235,0.6871,20291,12109,0.5968
Fulton County,Ohio,39,51,754768000,154655000,0.2049,24,8,0.3333,601,295,0.4918
Gallia County,Ohio,39,53,525743000,130583000,0.2484,13,5,0.3846,210,72,0.3431
Geauga County,Ohio,39,55,1821869000,829021000,0.455,42,22,0.5238,1245,580,0.4666
Greene County,Ohio,39,57,1390350000,1105196000,0.7949,38,30,0.7895,2858,1721,0.6023
Guernsey County,Ohio,39,59,532235000,173550000,0.3261,15,7,0.4667,485,280,0.5774
Hamilton County,Ohio,39,61,41371001000,36239710000,0.876,334,214,0.6407,14695,8742,0.5949
Hancock County,Ohio,39,63,953544000,728017000,0.7635,29,18,0.6207,1381,855,0.6193
Hardin County,Ohio,39,65,347469000,86019000,0.2476,14,4,0.2857,298,142,0.4776
Harrison County,Ohio,39,67,145029000,47768000,0.3294,7,3,0.4286,202,110,0.5459
Henry County,Ohio,39,69,578758000,154573000,0.2671,20,5,0.25,331,158,0.479
Highland County,Ohio,39,71,494257000,152316000,0.3082,18,6,0.3333,766,487,0.6362
Hocking County,Ohio,39,73,293429000,18811000,0.0641,9,1,0.1111,364,215,0.5909
Holmes County,Ohio,39,75,504056000,4646000,0.0092,18,1,0.0556,244,133,0.5471
Huron County,Ohio,39,77,748406000,204542000,0.2733,27,8,0.2963,803,470,0.5857
Jackson County,Ohio,39,79,486763000,200474000,0.4119,16,8,0.5,491,345,0.7044
Jefferson County,Ohio,39,81,930998000,574816000,0.6174,29,17,0.5862,726,300,0.4146
Knox County,Ohio,39,83,294683000,58349000,0.198,14,2,0.1429,1361,1001,0.7361
Lake County,Ohio,39,85,3731913000,2024559000,0.5425,85,55,0.6471,3415,1761,0.5157
Lawrence County,Ohio,39,87,513089000,237677000,0.4632,21,9,0.4286,902,468,0.5193
Licking County,Ohio,39,89,1733591000,1228432000,0.7086,47,26,0.5532,3028,1804,0.5959
Logan County,Ohio,39,91,583686000,286028000,0.49,19,7,0.3684,632,301,0.477
Lorain County,Ohio,39,93,3183355000,2208313000,0.6937,83,60,0.7229,4019,1968,0.4899
Lucas County,Ohio,39,95,6718236000,4672137000,0.6954,125,68,0.544,6139,3442,0.5607
Madison County,Ohio,39,97,392839000,235254000,0.5989,13,6,0.4615,745,483,0.649
Mahoning County,Ohio,39,99,3424711000,1533461000,0.4478,72,36,0.5,3057,1540,0.504
Marion County,Ohio,39,101,720634000,244073000,0.3387,22,8,0.3636,799,428,0.5362
Medina County,Ohio,39,103,2447063000,1211807000,0.4952,57,32,0.5614,2941,1524,0.5184
Meigs County,Ohio,39,105,250391000,72059000,0.2878,9,4,0.4444,146,75,0.5141
Mercer County,Ohio,39,107,812962000,263014000,0.3235,23,7,0.3043,310,161,0.521
Miami County,Ohio,39,109,1018177000,804706000,0.7903,33,23,0.697,2227,1590,0.714
Monroe County,Ohio,39,111,119916000,45153000,0.3765,5,2,0.4,121,66,0.5475
Montgomery County,Ohio,39,113,7211316000,4611590000,0.6395,166,103,0.6205,9360,5779,0.6175
Morgan County,Ohio,39,115,156005000,35335000,0.2265,6,1,0.1667,109,63,0.5829
Morrow County,Ohio,39,117,125382000,66829000,0.533,5,2,0.4,490,264,0.5391
Muskingum County,Ohio,39,119,769212000,427999000,0.5564,24,11,0.4583,1057,673,0.6371
Noble County,Ohio,39,121,137989000,55232000,0.4003,3,1,0.3333,116,78,0.6744
Ottawa County,Ohio,39,123,704036000,322261000,0.4577,25,9,0.36,749,399,0.5339
