"PSC CODE","PRODUCT AND SERVICE CODE NAME","START DATE","END DATE","PRODUCT AND SERVICE CODE FULL NAME","PRODUCT AND SERVICE CODE EXCLUDES","PRODUCT AND SERVICE CODE NOTES","PRODUCT AND SERVICE CODE INICLUDES"
"1376","BULK EXPLOSIVES",12/15/1978,,"BULK EXPLOSIVES","LIQUID PROPELLANT FUELS AND OXIDIZERS; SOLID PROPELLANTS ENCASED IN CONSUMABLE CONTAINERS, FOR INSERTION INTO MISSILE PROPULSION SYSTEMS AS INTEGRAL PARTS; GUIDED MISSILE EXPLOSIVE DEVICES; BLASTING AND DEMOLITION MATERIALS; SAFETY-IN-FLIGHT EXPLOSIVE ITEMS AND DEVICES SUCH AS IMPULSE CARTRIDGES, DELAY CARTRIDGES, AIRCRAFT EJECTION SEAT CATAPULTS, AIRCRAFT CANOPY REMOVERS; ROCKET AND GUIDED MISSILE MOTORS, WARHEADS, AND PROPULSION SECTIONS; SIMILAR ITEMS, AS SHOWN IN THE INDEXES TO THE FSC.",,"SOLID PROPELLANTS, PREDETERMINED TO SPECIFIC QUANTITY AND QUALITY, PACKAGED IN REUSABLE CONTAINERS; EXPLOSIVE LOADED DEVICES AND COMPONENTS AS SHOWN IN THE INDEXES TO THE FSC."
"1377","CARTRIDGE & PROPELLANT DEVICES",10/15/1978,,"CARTRIDGE AND PROPELLANT ACTUATED DEVICES AND COMPONENTS","LIQUID PROPELLANT FUELS AND OXIDIZERS; SOLID PROPELLANTS, ENCASED IN CONSUMABLE CONTAINERS FOR INSERTION INTO MISSILE PROPULSION SYSTEMS AS AN INTEGRAL PART; GUIDED MISSILE EXPLOSIVE DEVICES; BULK AND SOLID PROPELLANTS, PREDETERMINED TO SPECIFIC QUANTITY AND QUALITY, PACKAGED IN REUSABLE CONTAINERS; BLASTING AND DEMOLITION MATERIALS; ROCKET MOTORS, WARHEADS AND PROPULSION SECTIONS FOR ROCKETS AND GUIDED MISSILES.","THIS CLASS INCLUDES SAFETY-IN-FLIGHT EXPLOSIVE ITEMS, CONSISTING OF A QUANTITY OF PROPELLANT (EITHER ENCASED IN A CARTRIDGE OR IN MOLDED FORM) AND A MEANS OF ACTIVATION, DESIGNED TO BE INSERTED INTO OR ATTACHED TO ONE OR MORE DEVICES TO PROVIDE THE ENERGY REQUIRED TO OPERATE DEVICES REQUIRING A TIME DELAY, OR NOT REQUIRING A TIME DELAY, IN THEIR OPERATING SEQUENCE.  ALSO INCLUDED ARE DEVICES DESIGNED TO UTILIZE ENERGY GENERATED BY THE ITEMS DESCRIBED ABOVE.","IMPULSE CARTRIDGES; DELAY CARTRIDGES; ENGINENTS E STARTER CARTRIDGES (EXPLOSIVE FILLED); FIRE EXTINGUISHER CARTRIDGES (USED TO ACTIVATE BY REMOTE CONTROL); AIRCRAFT EJECTION SEAT CATAPULTS; ROCKET MOTORS (SOLID PROPELLANT UNITS) FOR AIRCRAFT EJECTION SEATS; AIRCRAFT CANOPY REMOVERS; THRUSTERS, PROPELLANT AND CARTRIDGE ACTUATED; INITIATORS; EXPLOSIVE BOLTS AND EXPLOSIVE BOLT CARTRIDGES; CUTTERS, CARTRIDGE OR PROPELLANT ACTUATED, REEFING LINE; POWDER ACTUATED TOOL CARTRIDGES; EXPLOSIVE LOADED DEVICES AND COMPONENTS WHICH ARE NOT SPECIFICALLY CLASSIFIED ELSEWHERE."
"1380","MILITARY BIOLOGICAL AGENTS",,9/30/2003,,,,
"1385","SURFACE EXPLOSIVE ORD DISPOSAL TOOL",10/15/1978,,"SURFACE USE EXPLOSIVE ORDNANCE DISPOSAL TOOLS AND EQUIPMENT","NONSPECIALIZED OR COMMON TOOLS AND EQUIPMENT NOT DEVELOPED EXCLUSIVELY FOR USE BY QUALIFIED EOD PERSONNEL; SPECIALIZED DEMOLITION MATERIAL; EXPLOSIVE LOADED SHAPED CHARGES.","THIS CLASS INCLUDES ONLY SPECIALIZED TOOLS AND EQUIPMENT DEVELOPED FOR AND USED BY QUALIFIED EXPLOSIVE ORDNANCE DISPOSAL (EOD) PERSONNEL.","NONSPECIALIZED OR COMMON TOOLS AND EQUIPMENT NOT DEVELOPED EXCLUSIVELY FOR USE BY QUALIFIED EOD PERSONNEL; SPECIALIZED DEMOLITION MATERIAL; EXPLOSIVE LOADED SHAPED CHARGES."
"1386","UNDERWATER EXPLOSIVE ORD DISPOSAL",5/15/1979,,"UNDERWATER USE EXPLOSIVE ORDNANCE DISPOSAL AND SWIMMER WEAPONS SYSTEMS TOOLS AND EQUIPMENT.",,"THIS CLASS INCLUDES ONLY SPECIALIZED TOOLS AND EQUIPMENT DEVELOPED FOR AND USED BY QUALIFIED EXPLOSIVE ORDNANCE DISPOSAL (EOD) PERSONNEL, UNDERWATER DEMOLITION TEAMS (UDT), AND/OR SEA-AIR-LAND (SEAL) PERSONNEL.  EXCLUDES NONSPECIALIZED OR COMMON TOOLS NOT DEVELOPED EXCLUSIVELY FOR USE BY QUALIFIED EOD, UDT, AND/OR SEAL PERSONNEL; SPECIALIZED DEMOLITION MATERIAL; EXPLOSIVE LOADED SHAPED CHARGES.",
"1390","FUZES AND PRIMERS",10/15/1978,,"FUZES AND PRIMERS","FUZES AND PRIMERS FOR AMMUNITION NOT CLASSIFIED IN CLASSES 1310, 1315, AND 1320.","THIS CLASS INCLUDES ONLY FUZES AND PRIMERS FOR USE IN AMMUNITION CLASSIFIED IN CLASSES 1310, 1315, AND 1320.","FUZES AND PRIMERS FOR AMMUNITION NOT CLASSIFIED IN CLASSES 1310, 1315, AND 1320."
"1395","MISCELLANEOUS AMMUNITION",10/15/1978,,"MISCELLANEOUS AMMUNITION",,,"AMMUNITION SHAPES, SUCH AS BLANKS, DISKS, SLUGS, CUPS, AND ROTATING BANDS (SHELL BANDS)."
"1398","AMMUNITION HANDLING & SERVICING EQ",10/15/1978,,"SPECIALIZED AMMUNITION HANDLING AND SERVICING EQUIPMENT.","HANDLING AND SERVICING EQUIPMENT SPECIALLY DESIGNED FOR USE ON OR WITH ROCKET AND PYROTECHNIC LAUNCHERS; AMMUNITION MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT; HANDLING EQUIPMENT SPECIALLY DESIGNED FOR AIRCRAFT OR AIRFIELD USE.",,"HANDLING AND SERVICING EQUIPMENT SPECIALLY DESIGNED FOR USE ON OR WITH ROCKETS AND CONVENTIONAL AMMUNITION."
"14","GUIDED MISSLES",10/1/1979,,,,"THIS GROUP INCLUDES MISSILES (WITH OR WITHOUT WARHEADS OR EXPLOSIVE COMPONENTS) INCORPORATING MECHANISMS CAPABLE OF ALTERING NORMAL FLIGHT PATHS.  RADAR AND INFRARED ASSEMBLIES AND COMPONENTS DESIGNED SPECIFICALLY FOR USE WITH GUIDED MISSILES ARE CLASSIFIED IN THE APPROPRIATE CLASSES OF THIS GROUP.  EXCLUDED FROM THIS GROUP ARE CASE SECTIONS, NOSE CONES, FLARE SECTIONS, CENTER SECTIONS, WARHEADS, EXPLOSIVE COMPONENTS, ROCKETS, AND AUXILIARY COMPONENTS OF MISSILES AND RE-ENTRY VEHICLES WHICH ARE DESIGNED OR CONSTRUCTED FOR  EXCLUSIVE USE WITH OR FOR HOUSING OF NUCLEAR WARHEADS AND/OR WARHEAD SECTIONS.  ALSO EXCLUDED ARE SPACE VEHICLE NOSE CONES AND SPACE CAPSULES SPECIFICALLY DESIGNED TO CARRY LOADS PECULIAR TO SPACE RESEARCH AND SPACE TRAVEL",
"1410","GUIDED MISSILES",10/15/1978,,"GUIDED MISSILES",,"THIS CLASS INCLUDES ONLY COMPLETE GUIDED MISSILES,  WITH OR WITHOUT WARHEADS AND EXPLOSIVE COMPONENTS, WHETHER IN ASSEMBLED OR UNASSEMBLED FORM.  END ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR USE IN OR ON GUIDED MISSILES ARE CLASSIFIED IN CLASSES OTHER THAN THIS CLASS.","COMPLETE DRONES, INITIALLY DESIGNED AS MISSILES, BUT CONVERTED TO DRONE USE."
"1420","GUIDED MISSILE COMPONENTS",10/15/1978,,"GUIDED MISSILE COMPONENTS","ELECTRONIC REMOTE GUIDANCE EQUIPMENT USED TO GUIDE MISSILES; SOLID AND LIQUID PROPELLANT UNITS; COMPONENTS OF GYRO MECHANISMS.",,"STRUCTURAL COMPONENTS; COMPONENTS AND ACCESSORIES SPECIALLY DESIGNED FOR USE ON OR WITH GUIDED MISSILES, INCLUDING COMPLETE GYRO MECHANISMS, HYDRAULIC PUMPS, AUTOMATIC PILOT MECHANISMS AND SPECIALLY DESIGNED ASSEMBLIES, AND ELECTRONIC  GUIDANCE EQUIPMENT INSTALLED IN MISSILES."
"1425","GUIDED MISSILE SYSTEMS, COMPLETE",10/15/1978,,"GUIDED MISSILE SYSTEMS, COMPLETE","GUIDED MISSILE SUBSYSTEMS.","THIS CLASS INCLUDES ONLY COMPLETE GUIDED MISSILE SYSTEMS.  ANYTHING LESS THAN A COMPLETE SYSTEM, SUCH AS INDIVIDUAL END ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR USE IN GUIDED MISSILE SYSTEMS ARE CLASSIFIED IN CLASSES OTHER THAN THIS CLASS.","GUIDED MISSILE SUBSYSTEMS."
"1427","GUIDED MISSILE SUBSYSTEMS",10/15/1978,,"GUIDED MISSILE SUBSYSTEMS","COMPLETE GUIDED MISSILE SYSTEMS.","THIS CLASS INCLUDES ONLY COMBINATIONS OR ASSEMBLIES OF TWO OR MORE END ITEMS, EACH OF WHICH IS PROPERLY CLASSIFIED IN OTHER CLASSES OF THIS GROUP, IDENTIFIED AS SINGLE ITEMS OF SUPPLY. EXCLUDED FROM THIS CLASS ARE INDIVIDUAL END ITEMS, ASSEMBLIES, SUBASSEMBLIES, ATTACHMENTS, ACCESSORIES OR PARTS CLASSIFIED IN OTHER CLASSES OF THIS GROUP, NOT COMBINED AS SINGLE ITEMS OF SUPPLY.","COMPLETE GUIDED MISSILE SYSTEMS."
"1430","GUIDED MISSILE REMOTE CONT SYSTEMS",10/15/1978,,"GUIDED MISSILE REMOTE CONTROL SYSTEMS","GUIDED MISSILE INTERNAL (BUILT-IN) CONTROL SYSTEMS; COMPONENTS USED IN BOTH GUIDED MISSILES AND OTHER THAN GUIDED MISSILES (INCLUDING FIRE CONTROL COMPONENTS).","THIS CLASS INCLUDES AIRBORNE AND NONAIRBORNE GUIDED MISSILE REMOTE CONTROL SYSTEMS, COMPONENTS, AND ACCESSORIES, DESIGNED SPECIFICALLY FOR USE THEREWITH. EXCLUDED FROM THIS CLASS ARE FIRE CONTROL ASSEMBLIES, SUBASSEMBLIES, AND COMPONENTS MODIFIED FOR USE WITH GUIDED MISSILE REMOTE CONTROL SYSTEMS, AND FIRE CONTROL ASSEMBLIES DESIGNED SPECIFICALLY FOR SHIPBOARD USE.","SPECIALLY DESIGNED COMPONENTS OF GUIDED MISSILE REMOTE CONTROL SYSTEMS."
"1440","LAUNCHERS, GUIDED MISSILE",10/15/1978,,"LAUNCHERS, GUIDED MISSILE","AIRCRAFT LAUNCHERS; ROCKET LAUNCHERS.",,"AIRBORNE AND NONAIRBORNE GUIDED MISSILE LAUNCHERS."
"1450","GUIDED MISSILE HANDLING SERVICE EQ",10/15/1978,,"GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT","GUIDED MISSILE LAUNCHERS (FSC 1440); AIRCRAFT HANDLING AND SERVICING EQUIPMENT (FSC 1730).",,"SPECIALLY DESIGNED TRUCKS AND TRAILERS FOR USE IN TRANSPORTING GUIDED MISSILES; SPECIALLY DESIGNED SLINGS, HOISTS, JACKS, AND BLOWERS; SELF-PROPELLED VEHICLES AND TRAILERS, SPECIALLY DESIGNED FOR GUIDED MISSILE HANDLING OR SERVICING; COVERS, GUIDED MISSILE; CONDITIONING KITS AND SETS, CONTROLLED ENVIRONMENT."
"15","AIRCRAFT/AIRFRAME STRUCTURE COMPTS",10/1/1979,,,,,
"1510","AIRCRAFT, FIXED WING",10/15/1978,,"AIRCRAFT, FIXED WING",,"THIS CLASS INCLUDES ONLY COMPLETE AIRCRAFT.  END  ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR  USE IN OR ON FIXED WING AIRCRAFT ARE CLASSIFIED IN CLASSES  OTHER THAN THIS CLASS.",
"1520","AIRCRAFT, ROTARY WING",10/15/1978,,"AIRCRAFT, ROTARY WING",,"THIS CLASS INCLUDES ONLY COMPLETE AIRCRAFT.  END ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR USE IN OR ON ROTARY WING AIRCRAFT ARE CLASSIFIED IN CLASSES OTHER THAN THIS CLASS.","HELICOPTERS."
"1540","GLIDERS",5/15/1979,,"GLIDERS",,"THIS CLASS INCLUDES ONLY COMPLETE GLIDERS.  END ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR USE IN OR ON GLIDERS ARE CLASSIFIED IN CLASSES OTHER THAN THIS CLASS.","MOTORIZED GLIDERS."
"1550","DRONES",10/15/1978,,"DRONES","PILOTED AIRCRAFT AND GUIDED MISSILES CONVERTED TO DRONE USE.","THIS CLASS INCLUDES ONLY COMPLETE DRONES. END ITEMS, ASSEMBLIES, PARTS, ATTACHMENTS, OR ACCESSORIES FOR USE IN OR ON DRONES ARE CLASSIFIED IN CLASSES OTHER THAN THIS CLASS.","DRONES SPECIFICALLY DESIGNED FOR SUCH USES AS TARGETS, TRAINING, SURVEILLANCE, MISSILE EVALUATION, AND PHOTOGRAPHIC  RECONNAISSANCE."
"1560","AIRFRAME STRUCTURAL COMPONENTS",10/15/1978,,"AIRFRAME STRUCTURAL COMPONENTS","FITTED COVERS; HELICOPTER ROTOR BRAKE SYSTEM AND COMPONENTS; AIRCRAFT LOOSE EQUIPMENT AND ALTERNATE MISSION CONFIGURATION EQUIPMENT STORED ON BOARD THE AIRCRAFT.","THIS CLASS INCLUDES FABRICATED SYSTEM PARTS THAT ARE PERMANENTLY ATTACHED OR PECULIAR TO THE INTEGRAL AIRFRAME OF AN AIRCRAFT, SUCH AS SUPPORT STRUCTURAL COMPONENTS, SPARS, RIBS, AILERONS, STABLIZERS, BULKHEADS.","FLIGHT CONTROL SURFACES, INTERNAL AND EXTERNAL AUXILIARY FUEL TANKS; EXHAUST SYSTEMS, PYLONS, TRIM TABS; AIRCRAFT."
"16","AIRCRAFT COMPONENTS/ACCESSORIES",10/1/1979,,,,,
"1610","AIRCRAFT PROPELLERS AND COMPONENTS",10/15/1978,,"AIRCRAFT PROPELLERS AND COMPONENTS","ROTARY RUDDER AND ROTARY WING BLADES (FSC 1615).",,"AIRCRAFT PROPELLERS; PROPELLER BLADES, CAMS, CONES, HUBS, NUTS, AND SPINNERS; TEST CLUBS; SYNCHRONIZERS; POWER CONTROL UNITS; INTEGRAL OIL CONTROL MEASURES AND PROPELLER GOVERNORS."
"1615","HELICOPTER ROTOR BLADES-DRIVE MECH",10/15/1978,,"HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","PROPELLERS (FSC 1610); ROTOR BRAKE SYSTEMS COMPONENTS (FSC 1630); ROTOR BLADE HYDRAULIC FOLDING SYSTEM COMPONENTS (FSC 1650); HYDRAULIC SERVO SYSTEM COMPONENTS (FSC 1650).","THIS CLASS INCLUDES MISCELLANEOUS COMPONENT PARTS SPECIFICALLY DESIGNED FOR, AND USED EXCLUSIVELY IN, HELICOPTER DRIVE MECHANISMS AND ROTOR BLADES WHEN NOT SPECIFICALLY CLASSIFIED ELSEWHERE IN THE FSC INDEXES.","HELICOPTER DYNAMIC COMPONENTS AND SPECIALLY DESIGNED PARTS THAT TRANSMIT POWER FROM THE AIRCRAFT POWER  PLANT TO THE ROTARY WING AND ROTARY RUDDER.  ALSO INCLUDED IN THIS CLASS ARE ROTORS; BLADES; ROTOR BLADE, TRIM, TABS; BLADE SETS; YOKES; CLUTCHES AND TRANSMISSIONS."
"1620","AIRCRAFT LANDING GEAR COMPONENTS",10/15/1978,,"AIRCRAFT LANDING GEAR COMPONENTS","MOUNTING BRACES AND MOUNTING PLATES PERMANENTLY INSTALLED ON AIRCRAFT (FSC 1680); LANDING WHEELS, SKIS, AND FLOATS (FSC 1630); WHEEL BRAKES AND WHEEL BRAKE CYLINDERS (FSC 1630).",,"SHOCK STRUTS AND COMPONENTS; INSTALLATION ELEMENTS, SUCH AS TORSION BARS, VIBRATION LINKS, DRAG STRUTS; LANDING GEAR TRUNIONS, AXLES AND SHIMMY DAMPENERS; SPECIALLY DESIGNED HYDRAULIC POWER STEERING SYSTEM COMPONENTS."
"1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS",10/15/1978,,"AIRCRAFT WHEEL AND BRAKE SYSTEMS","LANDING GEAR AXLES (FSC 1620).",,"SKIS; FLOATS; TRACKS; LANDING WHEEL SKID DETECTORS; VALVES SPECIFICALLY DESIGNED FOR USE WITH HYDRAULIC OR PNEUMATIC WHEEL AND BRAKE SYSTEMS; HELICOPTER ROTOR BRAKE SYSTEM COMPONENTS."
"1640","AIRCRAFT CONTROL CABLE PRODUCTS",5/1/2005,,"MISSING CODE ADDED FOR DOD MIGRATION PURPOSE ONLY","GENERAL USE CHAIN AND WIRE ROPE (FSC 4010); GENERAL USE PULLEYS(FSC 3020);GENERAL USE MISCELLANEOUS HARDWARE (FSC 5340); GENERAL USE FITTINGS FOR ROPE, CABLE AND CHAIN (FSC 4030).","WIRE ROPE, WITH ATTACHMENTS
OR TERMINATIONS AND PULLEYS,USED IN AIRCRAFT CONTROL APPLICATIONS,WILL BE CLASSIFIED IN THIS CLASS","WIRE ROPE; SINGLE LEG WIRE ASSEMBLIES; WIRE STRANDS;CONTROL PULLEYS;TURNBUCKLE LOCK CLIPS AND OTHER WIRE ROPE ATTACHMENTS AND TERMINATIONS."
"1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING",10/15/1978,,"AIRCRAFT HYDRAULIC, VACUUM AND DE-ICING SYSTEM COMPONENTS","JET ENGINE HYDRAULIC COMPONENTS (FSC 2840); VALVES SPECIFICALLY DESIGNED FOR AIR CONDITIONING, HEATING. VENTILATING, CABIN PRESSURIZING, AND THERMAL DE-ICING (FSC 1660); VALVES SPECIFICALLY DESIGNED FOR USE WITH AIRCRAFT ENGINES (FSC 2840); GUIDED MISSILES AND GUIDED MISSILE ENGINES (FSC 1338); LANDING GEAR (FSC 1620), WHEEL AND BRAKE SYSTEM COMPONENTS (FSC 1630); OXYGEN BREATHING SYSTEM COMPONENTS (FSC 1660); IN-FLIGHT REFUELING SYSTEM HYDRAULIC COMPONENTS (FSC 1680); SPECIFICALLY DESIGNED HYDRAULIC POWER STEERING SYSTEM COMPONENTS (FSC 1620).","THIS CLASS INCLUDES ONLY THOSE COMPONENTS SPECIFICALLY DESIGNED FOR AIRCRAFT USE.","HYDRAULIC AND PNEUMATIC ACCUMULATORS, PUMPS, MOTORS, ACTUATING CYLINDERS, AND FILTERS; DE-ICING BOOTS; FLUID TYPE DE-ICING PUMPS, VALVES AND FILTERS; VACUUM SYSTEM OIL SEPARATORS; PNEUMATIC PRESSURIZATION EQUIPMENT OTHER THAN THAT FOR PRESSURIZING CABINS AND COMPARTMENTS."
"1660","AIRCRAFT AIR CONDITION HEATING EQ",10/15/1978,,"AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT","OXYGEN PRESSURE SIGNALS AND WARNING DEVICES; TUBING; GROUND TYPE HEATERS AND COOLERS; PRESSURIZING EQUIPMENT OTHER THAN THAT USED FOR CABIN AND COMPARTMENT PRESSURIZATION; FLUID DE-ICING EQUIPMENT; VALVES SPECIFICALLY DESIGNED FOR USE WITH AIRCRAFT ENGINES, GUIDED MISSILES, AND GUIDED MISSILE ENGINES.","THIS CLASS INCLUDES COMPONENTS SPECIFICALLY DESIGNED FOR USE IN AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT.  ALSO INCLUDED ARE SPECIALLY DESIGNED COMPONENTS OF OXYGEN BREATHING SYSTEMS USED IN AIRCRAFT.","CABIN SUPERCHARGING EQUIPMENT; CANISTERS; CYLINDER ASSEMBLIES; MASKS; FIXED OXYGEN SYSTEMS; SPECIALLY DESIGNED AIRCRAFT VALVES; CABIN PRESSURE REGULATORS; HEAT EXCHANGERS; AIR EXPANSION TURBINES; AIRCRAFT HEATERS; VENTILATING SYSTEM COMPONENTS; AIR CONDITIONING AND HEATING DUCT ASSEMBLIES; THERMAL DE-ICING EQUIPMENT; CABIN AND COMPARTMENT PRESSURIZING EQUIPMENT; AIR DIFFUSERS; CABIN PRESSURE SELECTORS; LIQUID OXYGEN CONVERTERS."
"1670","PARACHUTE RECOVER SYS & TIE DOWN EQ",10/15/1978,,"PARACHUTES; AERIAL PICK UP, DELIVERY, RECOVERY SYSTEMS; CARGO TIE DOWN EQUIPMENT","FITTING ASSEMBLIES BUILT INTO THE AIRCRAFT STRUCTURE.","INCLUDES SPECIFICALLY DESIGNED ITEMS, SETS, AND SYSTEMS FOR AIR-TO-AIR, AIR-TO-SURFACE, AND SURFACE-TO-AIR DELIVERY, PICK UP AND RECOVERY OPERATIONS, UNLESS PARTS, ATTACHMENTS, ASSEMBLIES, FOR USE IN OR ON SUCH SYSTEMS (I.E. SPACE VEHICLE AERIAL RECOVERY SYSTEMS) ARE SPECIFICALLY INDEXED TO OTHER CLASSES OF THE FSC (I.E., TRANSMITTING RADIO BUOYS AND DIRECTION FINDING SUBSYSTEM COMPONENTS).","FITTING ASSEMBLIES BUILT INTO THE AIRCRAFT STRUCTURE."
"1680","MISCL AIRCRAFT ACCESSORIES COMPS",10/15/1978,,"MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","ENGINE MOUNTED CONTROL ASSEMBLIES; FITTED COVERS, AIRCRAFT PYLONS; HELICOPTER ROTOR BRAKE  SYSTEM COMPONENTS; HELICOPTER AUTOMATIC STABILIZATION  EQUIPMENT.",,"CONTROL ASSEMBLIES, PUSH-PULL; BRACE, POSITIONING CARGO RAMP STOWED ON BOARD; COCKPIT MOUNTED CONTROL QUADRANTS; ACTUATORS, ELECTROMECHANICAL AND MECHANICAL; VENTILATORS; RELIEF TUBES; MAP HOLDERS; AERIAL GLIDER TOWING ACCESSORIES ATTACHED TO AIRCRAFT; BELTS, SAFETY AND LAP; HARNESS, SHOULDER AND SAFETY; LITTER ATTACHING SUPPORTS; ELECTRIC WINDSHIELD WIPERS; AIRCRAFT ONBOARD INERT GAS GENERATORS; AIRCRAFT FURNITURE; AIRCRAFT MOUNTED WINCHES AND HOISTS; IN-FLIGHT REFUELING SYSTEM COMPONENTS, INCLUDING FUEL COMPONENTS; AIRCRAFT CURTAINS; CABLE TENSION REGULATORS;  SUN VISORS; REAR-VIEW MIRRORS; MECHANICAL  TRANSMISSIONS, GEARBOXES AND CONSTANT SPEED DRIVES SPECIALLY DESIGNED FOR AIRCRAFT."
"17","AIRCRAFT LAUNCH/LAND/GROUND HANDLE",10/1/1979,,,,"EXCLUDED FROM THIS GROUP ARE TRUCKS, TRAILERS, AND SERVICING EQUIPMENT SPECIALLY DESIGNED FOR GUIDED  MISSILE OR ATOMIC ORDNANCE USE.",
"1710","AIRCRAFT LANDING EQUIPMENT",10/15/1978,,"AIRCRAFT LANDING EQUIPMENT","AIRPORT RUNWAY MARKER LIGHTS (SEE FSC CLASS 6220).",,"AIRCRAFT ARRESTING BARRIERS."
"1720","AIRCRAFT LAUNCHING EQUIPMENT",10/15/1978,,"AIRCRAFT LAUNCHING EQUIPMENT","GUIDED MISSILE LAUNCHERS  (FSC CLASS 1440) AND SPACE VEHICLE LAUNCHERS (FSC CLASS 1840).",,"CATAPULTS."
"1730","AIRCRAFT GROUND SERVICING EQUIPMENT",10/15/1978,,"AIRCRAFT GROUND SERVICING EQUIPMENT","AIRFIELD SPECIALIZED TRUCKS AND TRAILERS  DESIGNED PRIMARILY FOR TRANSPORTING AIRCRAFT ASSEMBLIES (FSC 1740); MAINTENANCE STANDS DESIGNED FOR SUPPORT OF AIRCRAFT  ASSEMBLIES DURING REPAIR OR OVERHAUL (FSC 4920); TEST STANDS (FSC 4920);  GENERAL PURPOSE JACKS (FSC 5120); SLINGS (FSC 3940), AND HOISTS (FSC 3950); TRAILERS (FSC 2330), LIQUID OXYGEN, AIRCRAFT SERVICING (FSC 1660).","THIS CLASS EXCLUDES ""VEHICULAR COMPONENTS""  SUCH AS THOSE LISTED UNDER FSCS 2520, 2530, 2540, 2590.","ENERGIZERS; ENGINE PREHEATERS; MOORING  ASSEMBLIES; WHEEL CHOCKS; BEACHING EQUIPMENT; AILERON, ELEVATOR, AND RUDDER LOCKS; PASSENGER LOADING RAMPS; MAINTENANCE PLATFORMS; AIRCRAFT MAINTENANCE AND BOARDING  LADDERS; AIRCRAFT MAINTENANCE SLINGS AND HOISTS; AIRCRAFT FIN TILTING JACKS; AIRFIELD SPECIALIZED LIFT TRUCKS AND  TRAILERS; FITTED COVERS FOR AIRFRAME COMPONENTS; AIRCRAFT  ENGINE COVERS."
"1740","AIRFIELD SPECIAL TRUCKS & TRAILERS",10/15/1978,,"AIRFIELD SPECIALIZED TRUCKS AND TRAILERS","AIRFIELD SPECIALIZED LIFT TRUCKS (FSC 3930), AND TRAILERS (FSC 2330); HIGHWAY TYPE TRUCKS (FSC 2320), AND TRAILERS (FSC 2330); CARGO LOADING AND UNLOADING TRAILERS (FSC 2330) AND TRUCKS (FSC 2320).","THIS CLASS EXCLUDES ""VEHICULAR COMPONENTS"" SUCH AS THOSE LISTED UNDER FSCS 2520, 2530, 2590.","AIRFIELD SPECIALIZED TRUCKS AND TRAILERS  DESIGNED PRIMARILY FOR TRANSPORTING AIRCRAFT ASSEMBLIES; TRAILERS: AFTERBURNER, ENGINE, PROPELLER, FUSELAGE, AND WING; TRUCKS, AIRCRAFT FUSELAGE AND AIRCRAFT WING; SKIDS, ENGINE TRANSPORT; STANDS, ENGINE TRANSPORT; BOMB TRAILERS, AIRFIELD; TRUCKS, CRASHED AIRCRAFT REMOVING."
"18","SPACE VEHICLES",10/1/1979,,,,"THIS GROUP INCLUDES SPACE VEHICLES, SUCH AS SPACE CAPSULES, MANMADE MOONS, ORBITALS, SATELLITES, SPACE PLATFORMS, AND THE LIKE, MANNED OR UNMANNED.  EXCLUDED FROM THIS GROUP ARE GUIDED MISSILES AND ROCKETS.",
"1810","SPACE VEHICLES",10/15/1978,,"SPACE VEHICLES",,"THIS CLASS INCLUDES ONLY COMPLETE SPACE VEHICLES,  WHETHER IN ASSEMBLED OR UNASSEMBLED FORM.",
"1820","SPACE VEHICLE COMPONENTS",11/15/1978,,"SPACE VEHICLE COMPONENTS","REMOTE GUIDANCE EQUIPMENT.",,"STRUCTURAL COMPONENTS; COMPONENTS AND  ACCESSORIES SPECIALLY DESIGNED FOR INSTALLATION IN OR ON SPACE VEHICLES; INTERNAL (BUILT-IN) CONTROL SYSTEMS."
"1830","SPACE VEHICLE REMOTE CONT SYSTEMS",11/15/1978,,"SPACE VEHICLE REMOTE CONTROL SYSTEMS","INTERNAL (BUILT-IN) CONTROL SYSTEMS; COMPONENTS DESIGNED FOR USE WITH BOTH GUIDED MISSILE AND SPACE VEHICLE SYSTEMS.",,"SPECIFICALLY DESIGNED COMPONENTS OF SPACE VEHICLE REMOTE CONTROL SYSTEMS."
"1840","SPACE VEHICLE LAUNCHERS",1/15/1980,,"SPACE VEHICLE LAUNCHERS","LAUNCHERS USED WITH BOTH GUIDED MISSILE AND  SPACE VEHICLES.",,"LAUNCHERS SPECIFICALLY DESIGNED FOR SPACE  VEHICLES."
